Position,Hauteur,Debit,Vitesse
-19.9956,7.15638,21.8378,3.05152
-19.9869,7.15505,21.8449,3.05307
-19.9781,7.15372,21.8519,3.05463
-19.9694,7.15239,21.859,3.05618
-19.9606,7.15107,21.8661,3.05773
-19.9519,7.14974,21.8731,3.05929
-19.9431,7.14841,21.8802,3.06084
-19.9344,7.14709,21.8872,3.0624
-19.9256,7.14576,21.8943,3.06395
-19.9169,7.14444,21.9013,3.0655
-19.9081,7.14311,21.9083,3.06706
-19.8994,7.14178,21.9154,3.06861
-19.8906,7.14046,21.9224,3.07017
-19.8819,7.13913,21.9294,3.07172
-19.8731,7.13781,21.9364,3.07327
-19.8644,7.13648,21.9434,3.07483
-19.8556,7.13516,21.9505,3.07638
-19.8469,7.13383,21.9575,3.07793
-19.8381,7.13251,21.9645,3.07949
-19.8294,7.13118,21.9715,3.08104
-19.8206,7.12986,21.9785,3.0826
-19.8119,7.12853,21.9855,3.08415
-19.8031,7.12721,21.9925,3.0857
-19.7944,7.12588,21.9994,3.08726
-19.7857,7.12456,22.0064,3.08881
-19.7769,7.12323,22.0134,3.09037
-19.7682,7.12191,22.0204,3.09192
-19.7594,7.12059,22.0273,3.09347
-19.7507,7.11926,22.0343,3.09503
-19.7419,7.11794,22.0413,3.09658
-19.7332,7.11661,22.0482,3.09814
-19.7244,7.11529,22.0552,3.09969
-19.7157,7.11397,22.0621,3.10124
-19.7069,7.11264,22.0691,3.1028
-19.6982,7.11132,22.076,3.10435
-19.6894,7.11,22.083,3.10591
-19.6807,7.10868,22.0899,3.10746
-19.6719,7.10735,22.0969,3.10901
-19.6632,7.10603,22.1038,3.11057
-19.6544,7.10471,22.1107,3.11212
-19.6457,7.10339,22.1176,3.11368
-19.6369,7.10206,22.1246,3.11523
-19.6282,7.10074,22.1315,3.11678
-19.6194,7.09942,22.1384,3.11834
-19.6107,7.0981,22.1453,3.11989
-19.6019,7.09678,22.1522,3.12145
-19.5932,7.09545,22.1591,3.123
-19.5844,7.09413,22.166,3.12455
-19.5757,7.09281,22.1729,3.12611
-19.5669,7.09149,22.1798,3.12766
-19.5582,7.09017,22.1867,3.12921
-19.5494,7.08885,22.1935,3.13077
-19.5407,7.08753,22.2004,3.13232
-19.5319,7.08621,22.2073,3.13388
-19.5232,7.08488,22.2142,3.13543
-19.5144,7.08356,22.221,3.13698
-19.5057,7.08224,22.2279,3.13854
-19.4969,7.08092,22.2348,3.14009
-19.4882,7.0796,22.2416,3.14165
-19.4794,7.07828,22.2485,3.1432
-19.4707,7.07696,22.2553,3.14475
-19.4619,7.07564,22.2622,3.14631
-19.4532,7.07432,22.269,3.14786
-19.4444,7.073,22.2758,3.14942
-19.4357,7.07169,22.2827,3.15097
-19.4269,7.07037,22.2895,3.15252
-19.4182,7.06905,22.2963,3.15408
-19.4094,7.06773,22.3031,3.15563
-19.4007,7.06641,22.31,3.15719
-19.392,7.06509,22.3168,3.15874
-19.3832,7.06377,22.3236,3.16029
-19.3745,7.06245,22.3304,3.16185
-19.3657,7.06113,22.3372,3.1634
-19.357,7.05982,22.344,3.16496
-19.3482,7.0585,22.3508,3.16651
-19.3395,7.05718,22.3576,3.16806
-19.3307,7.05586,22.3644,3.16962
-19.322,7.05454,22.3712,3.17117
-19.3132,7.05323,22.3779,3.17272
-19.3045,7.05191,22.3847,3.17428
-19.2957,7.05059,22.3915,3.17583
-19.287,7.04927,22.3983,3.17739
-19.2782,7.04796,22.405,3.17894
-19.2695,7.04664,22.4118,3.18049
-19.2607,7.04532,22.4186,3.18205
-19.252,7.04401,22.4253,3.1836
-19.2432,7.04269,22.4321,3.18516
-19.2345,7.04137,22.4388,3.18671
-19.2257,7.04006,22.4456,3.18826
-19.217,7.03874,22.4523,3.18982
-19.2082,7.03742,22.459,3.19137
-19.1995,7.03611,22.4658,3.19293
-19.1907,7.03479,22.4725,3.19448
-19.182,7.03348,22.4792,3.19603
-19.1732,7.03216,22.4859,3.19759
-19.1645,7.03084,22.4927,3.19914
-19.1557,7.02953,22.4994,3.2007
-19.147,7.02821,22.5061,3.20225
-19.1382,7.0269,22.5128,3.2038
-19.1295,7.02558,22.5195,3.20536
-19.1207,7.02427,22.5262,3.20691
-19.112,7.02295,22.5329,3.20847
-19.1032,7.02164,22.5396,3.21002
-19.0945,7.02032,22.5463,3.21157
-19.0857,7.01901,22.553,3.21313
-19.077,7.0177,22.5597,3.21468
-19.0682,7.01638,22.5663,3.21623
-19.0595,7.01507,22.573,3.21779
-19.0507,7.01375,22.5797,3.21934
-19.042,7.01244,22.5863,3.2209
-19.0332,7.01113,22.593,3.22245
-19.0245,7.00981,22.5997,3.224
-19.0157,7.0085,22.6063,3.22556
-19.007,7.00719,22.613,3.22711
-18.9983,7.00587,22.6196,3.22867
-18.9895,7.00456,22.6263,3.23022
-18.9808,7.00325,22.6329,3.23177
-18.972,7.00193,22.6395,3.23333
-18.9633,7.00062,22.6462,3.23488
-18.9545,6.99931,22.6528,3.23644
-18.9458,6.99799,22.6594,3.23799
-18.937,6.99668,22.6661,3.23954
-18.9283,6.99537,22.6727,3.2411
-18.9195,6.99406,22.6793,3.24265
-18.9108,6.99275,22.6859,3.24421
-18.902,6.99143,22.6925,3.24576
-18.8933,6.99012,22.6991,3.24731
-18.8845,6.98881,22.7057,3.24887
-18.8758,6.9875,22.7123,3.25042
-18.867,6.98619,22.7189,3.25198
-18.8583,6.98488,22.7255,3.25353
-18.8495,6.98357,22.7321,3.25508
-18.8408,6.98225,22.7387,3.25664
-18.832,6.98094,22.7452,3.25819
-18.8233,6.97963,22.7518,3.25975
-18.8145,6.97832,22.7584,3.2613
-18.8058,6.97701,22.765,3.26285
-18.797,6.9757,22.7715,3.26441
-18.7883,6.97439,22.7781,3.26596
-18.7795,6.97308,22.7846,3.26751
-18.7708,6.97177,22.7912,3.26907
-18.762,6.97046,22.7977,3.27062
-18.7533,6.96915,22.8043,3.27218
-18.7445,6.96784,22.8108,3.27373
-18.7358,6.96653,22.8174,3.27528
-18.727,6.96522,22.8239,3.27684
-18.7183,6.96391,22.8304,3.27839
-18.7095,6.9626,22.837,3.27995
-18.7008,6.96129,22.8435,3.2815
-18.692,6.95999,22.85,3.28305
-18.6833,6.95868,22.8565,3.28461
-18.6745,6.95737,22.863,3.28616
-18.6658,6.95606,22.8695,3.28772
-18.657,6.95475,22.8761,3.28927
-18.6483,6.95344,22.8826,3.29082
-18.6395,6.95213,22.8891,3.29238
-18.6308,6.95083,22.8955,3.29393
-18.622,6.94952,22.902,3.29549
-18.6133,6.94821,22.9085,3.29704
-18.6045,6.9469,22.915,3.29859
-18.5958,6.9456,22.9215,3.30015
-18.5871,6.94429,22.928,3.3017
-18.5783,6.94298,22.9344,3.30326
-18.5696,6.94167,22.9409,3.30481
-18.5608,6.94037,22.9474,3.30636
-18.5521,6.93906,22.9538,3.30792
-18.5433,6.93775,22.9603,3.30947
-18.5346,6.93645,22.9667,3.31102
-18.5258,6.93514,22.9732,3.31258
-18.5171,6.93383,22.9796,3.31413
-18.5083,6.93253,22.9861,3.31569
-18.4996,6.93122,22.9925,3.31724
-18.4908,6.92991,22.999,3.31879
-18.4821,6.92861,23.0054,3.32035
-18.4733,6.9273,23.0118,3.3219
-18.4646,6.926,23.0182,3.32346
-18.4558,6.92469,23.0247,3.32501
-18.4471,6.92338,23.0311,3.32656
-18.4383,6.92208,23.0375,3.32812
-18.4296,6.92077,23.0439,3.32967
-18.4208,6.91947,23.0503,3.33123
-18.4121,6.91816,23.0567,3.33278
-18.4033,6.91686,23.0631,3.33433
-18.3946,6.91555,23.0695,3.33589
-18.3858,6.91425,23.0759,3.33744
-18.3771,6.91295,23.0823,3.339
-18.3683,6.91164,23.0887,3.34055
-18.3596,6.91034,23.0951,3.3421
-18.3508,6.90903,23.1014,3.34366
-18.3421,6.90773,23.1078,3.34521
-18.3333,6.90642,23.1142,3.34677
-18.3246,6.90512,23.1205,3.34832
-18.3158,6.90382,23.1269,3.34987
-18.3071,6.90251,23.1333,3.35143
-18.2983,6.90121,23.1396,3.35298
-18.2896,6.89991,23.146,3.35453
-18.2808,6.8986,23.1523,3.35609
-18.2721,6.8973,23.1587,3.35764
-18.2633,6.896,23.165,3.3592
-18.2546,6.89469,23.1714,3.36075
-18.2458,6.89339,23.1777,3.3623
-18.2371,6.89209,23.184,3.36386
-18.2283,6.89079,23.1903,3.36541
-18.2196,6.88949,23.1967,3.36697
-18.2108,6.88818,23.203,3.36852
-18.2021,6.88688,23.2093,3.37007
-18.1934,6.88558,23.2156,3.37163
-18.1846,6.88428,23.2219,3.37318
-18.1759,6.88298,23.2282,3.37474
-18.1671,6.88167,23.2345,3.37629
-18.1584,6.88037,23.2408,3.37784
-18.1496,6.87907,23.2471,3.3794
-18.1409,6.87777,23.2534,3.38095
-18.1321,6.87647,23.2597,3.38251
-18.1234,6.87517,23.266,3.38406
-18.1146,6.87387,23.2723,3.38561
-18.1059,6.87257,23.2785,3.38717
-18.0971,6.87127,23.2848,3.38872
-18.0884,6.86997,23.2911,3.39028
-18.0796,6.86866,23.2973,3.39183
-18.0709,6.86736,23.3036,3.39338
-18.0621,6.86606,23.3099,3.39494
-18.0534,6.86476,23.3161,3.39649
-18.0446,6.86346,23.3224,3.39804
-18.0359,6.86217,23.3286,3.3996
-18.0271,6.86087,23.3349,3.40115
-18.0184,6.85957,23.3411,3.40271
-18.0096,6.85827,23.3473,3.40426
-18.0009,6.85697,23.3536,3.40581
-17.9921,6.85567,23.3598,3.40737
-17.9834,6.85437,23.366,3.40892
-17.9746,6.85307,23.3722,3.41048
-17.9659,6.85177,23.3785,3.41203
-17.9571,6.85047,23.3847,3.41358
-17.9484,6.84917,23.3909,3.41514
-17.9396,6.84788,23.3971,3.41669
-17.9309,6.84658,23.4033,3.41825
-17.9221,6.84528,23.4095,3.4198
-17.9134,6.84398,23.4157,3.42135
-17.9046,6.84268,23.4219,3.42291
-17.8959,6.84139,23.4281,3.42446
-17.8871,6.84009,23.4343,3.42602
-17.8784,6.83879,23.4404,3.42757
-17.8696,6.83749,23.4466,3.42912
-17.8609,6.8362,23.4528,3.43068
-17.8521,6.8349,23.459,3.43223
-17.8434,6.8336,23.4651,3.43379
-17.8346,6.83231,23.4713,3.43534
-17.8259,6.83101,23.4774,3.43689
-17.8171,6.82971,23.4836,3.43845
-17.8084,6.82842,23.4898,3.44
-17.7997,6.82712,23.4959,3.44156
-17.7909,6.82582,23.5021,3.44311
-17.7822,6.82453,23.5082,3.44466
-17.7734,6.82323,23.5143,3.44622
-17.7647,6.82193,23.5205,3.44777
-17.7559,6.82064,23.5266,3.44932
-17.7472,6.81934,23.5327,3.45088
-17.7384,6.81805,23.5389,3.45243
-17.7297,6.81675,23.545,3.45399
-17.7209,6.81546,23.5511,3.45554
-17.7122,6.81416,23.5572,3.45709
-17.7034,6.81287,23.5633,3.45865
-17.6947,6.81157,23.5694,3.4602
-17.6859,6.81028,23.5755,3.46176
-17.6772,6.80898,23.5816,3.46331
-17.6684,6.80769,23.5877,3.46486
-17.6597,6.80639,23.5938,3.46642
-17.6509,6.8051,23.5999,3.46797
-17.6422,6.80381,23.606,3.46953
-17.6334,6.80251,23.6121,3.47108
-17.6247,6.80122,23.6181,3.47263
-17.6159,6.79992,23.6242,3.47419
-17.6072,6.79863,23.6303,3.47574
-17.5984,6.79734,23.6363,3.4773
-17.5897,6.79604,23.6424,3.47885
-17.5809,6.79475,23.6485,3.4804
-17.5722,6.79346,23.6545,3.48196
-17.5634,6.79216,23.6606,3.48351
-17.5547,6.79087,23.6666,3.48507
-17.5459,6.78958,23.6727,3.48662
-17.5372,6.78828,23.6787,3.48817
-17.5284,6.78699,23.6847,3.48973
-17.5197,6.7857,23.6908,3.49128
-17.5109,6.78441,23.6968,3.49283
-17.5022,6.78312,23.7028,3.49439
-17.4934,6.78182,23.7089,3.49594
-17.4847,6.78053,23.7149,3.4975
-17.4759,6.77924,23.7209,3.49905
-17.4672,6.77795,23.7269,3.5006
-17.4584,6.77666,23.7329,3.50216
-17.4497,6.77536,23.7389,3.50371
-17.4409,6.77407,23.7449,3.50527
-17.4322,6.77278,23.7509,3.50682
-17.4234,6.77149,23.7569,3.50837
-17.4147,6.7702,23.7629,3.50993
-17.4059,6.76891,23.7689,3.51148
-17.3972,6.76762,23.7749,3.51304
-17.3885,6.76633,23.7809,3.51459
-17.3797,6.76504,23.7868,3.51614
-17.371,6.76375,23.7928,3.5177
-17.3622,6.76246,23.7988,3.51925
-17.3535,6.76117,23.8048,3.52081
-17.3447,6.75988,23.8107,3.52236
-17.336,6.75859,23.8167,3.52391
-17.3272,6.7573,23.8226,3.52547
-17.3185,6.75601,23.8286,3.52702
-17.3097,6.75472,23.8345,3.52858
-17.301,6.75343,23.8405,3.53013
-17.2922,6.75214,23.8464,3.53168
-17.2835,6.75085,23.8524,3.53324
-17.2747,6.74956,23.8583,3.53479
-17.266,6.74827,23.8642,3.53634
-17.2572,6.74698,23.8701,3.5379
-17.2485,6.74569,23.8761,3.53945
-17.2397,6.74441,23.882,3.54101
-17.231,6.74312,23.8879,3.54256
-17.2222,6.74183,23.8938,3.54411
-17.2135,6.74054,23.8997,3.54567
-17.2047,6.73925,23.9056,3.54722
-17.196,6.73797,23.9115,3.54878
-17.1872,6.73668,23.9174,3.55033
-17.1785,6.73539,23.9233,3.55188
-17.1697,6.7341,23.9292,3.55344
-17.161,6.73282,23.9351,3.55499
-17.1522,6.73153,23.941,3.55655
-17.1435,6.73024,23.9469,3.5581
-17.1347,6.72895,23.9527,3.55965
-17.126,6.72767,23.9586,3.56121
-17.1172,6.72638,23.9645,3.56276
-17.1085,6.72509,23.9704,3.56432
-17.0997,6.72381,23.9762,3.56587
-17.091,6.72252,23.9821,3.56742
-17.0822,6.72123,23.9879,3.56898
-17.0735,6.71995,23.9938,3.57053
-17.0647,6.71866,23.9996,3.57209
-17.056,6.71738,24.0055,3.57364
-17.0472,6.71609,24.0113,3.57519
-17.0385,6.7148,24.0172,3.57675
-17.0297,6.71352,24.023,3.5783
-17.021,6.71223,24.0288,3.57985
-17.0122,6.71095,24.0346,3.58141
-17.0035,6.70966,24.0405,3.58296
-16.9948,6.70838,24.0463,3.58452
-16.986,6.70709,24.0521,3.58607
-16.9773,6.70581,24.0579,3.58762
-16.9685,6.70452,24.0637,3.58918
-16.9598,6.70324,24.0695,3.59073
-16.951,6.70195,24.0753,3.59229
-16.9423,6.70067,24.0811,3.59384
-16.9335,6.69939,24.0869,3.59539
-16.9248,6.6981,24.0927,3.59695
-16.916,6.69682,24.0985,3.5985
-16.9073,6.69553,24.1043,3.60006
-16.8985,6.69425,24.1101,3.60161
-16.8898,6.69297,24.1159,3.60316
-16.881,6.69168,24.1216,3.60472
-16.8723,6.6904,24.1274,3.60627
-16.8635,6.68912,24.1332,3.60783
-16.8548,6.68783,24.1389,3.60938
-16.846,6.68655,24.1447,3.61093
-16.8373,6.68527,24.1504,3.61249
-16.8285,6.68398,24.1562,3.61404
-16.8198,6.6827,24.1619,3.6156
-16.811,6.68142,24.1677,3.61715
-16.8023,6.68014,24.1734,3.6187
-16.7935,6.67885,24.1792,3.62026
-16.7848,6.67757,24.1849,3.62181
-16.776,6.67629,24.1906,3.62337
-16.7673,6.67501,24.1964,3.62492
-16.7585,6.67373,24.2021,3.62647
-16.7498,6.67245,24.2078,3.62803
-16.741,6.67116,24.2135,3.62958
-16.7323,6.66988,24.2192,3.63113
-16.7235,6.6686,24.225,3.63269
-16.7148,6.66732,24.2307,3.63424
-16.706,6.66604,24.2364,3.6358
-16.6973,6.66476,24.2421,3.63735
-16.6885,6.66348,24.2478,3.6389
-16.6798,6.6622,24.2535,3.64046
-16.671,6.66092,24.2591,3.64201
-16.6623,6.65964,24.2648,3.64357
-16.6535,6.65836,24.2705,3.64512
-16.6448,6.65708,24.2762,3.64667
-16.636,6.6558,24.2819,3.64823
-16.6273,6.65452,24.2875,3.64978
-16.6185,6.65324,24.2932,3.65134
-16.6098,6.65196,24.2989,3.65289
-16.601,6.65068,24.3045,3.65444
-16.5923,6.6494,24.3102,3.656
-16.5836,6.64812,24.3158,3.65755
-16.5748,6.64684,24.3215,3.65911
-16.5661,6.64556,24.3271,3.66066
-16.5573,6.64428,24.3328,3.66221
-16.5486,6.643,24.3384,3.66377
-16.5398,6.64172,24.3441,3.66532
-16.5311,6.64044,24.3497,3.66688
-16.5223,6.63917,24.3553,3.66843
-16.5136,6.63789,24.3609,3.66998
-16.5048,6.63661,24.3666,3.67154
-16.4961,6.63533,24.3722,3.67309
-16.4873,6.63405,24.3778,3.67464
-16.4786,6.63278,24.3834,3.6762
-16.4698,6.6315,24.389,3.67775
-16.4611,6.63022,24.3946,3.67931
-16.4523,6.62894,24.4002,3.68086
-16.4436,6.62767,24.4058,3.68241
-16.4348,6.62639,24.4114,3.68397
-16.4261,6.62511,24.417,3.68552
-16.4173,6.62384,24.4226,3.68708
-16.4086,6.62256,24.4282,3.68863
-16.3998,6.62128,24.4337,3.69018
-16.3911,6.62,24.4393,3.69174
-16.3823,6.61873,24.4449,3.69329
-16.3736,6.61745,24.4505,3.69485
-16.3648,6.61618,24.456,3.6964
-16.3561,6.6149,24.4616,3.69795
-16.3473,6.61362,24.4672,3.69951
-16.3386,6.61235,24.4727,3.70106
-16.3298,6.61107,24.4783,3.70262
-16.3211,6.6098,24.4838,3.70417
-16.3123,6.60852,24.4894,3.70572
-16.3036,6.60725,24.4949,3.70728
-16.2948,6.60597,24.5004,3.70883
-16.2861,6.6047,24.506,3.71039
-16.2773,6.60342,24.5115,3.71194
-16.2686,6.60215,24.517,3.71349
