Position,Hauteur,Debit,Vitesse
-19.9575,8.13843,15.7777,1.93866
-19.9225,8.13099,15.8297,1.94684
-19.8876,8.12355,15.8817,1.95501
-19.8526,8.11611,15.9335,1.96319
-19.8176,8.10867,15.9852,1.97137
-19.7826,8.10124,16.0368,1.97954
-19.7476,8.09381,16.0882,1.98772
-19.7126,8.08639,16.1396,1.99589
-19.6777,8.07897,16.1908,2.00407
-19.6427,8.07155,16.2419,2.01225
-19.6077,8.06414,16.293,2.02042
-19.5727,8.05672,16.3439,2.0286
-19.5377,8.04932,16.3946,2.03677
-19.5027,8.04191,16.4453,2.04495
-19.4678,8.03451,16.4959,2.05313
-19.4328,8.02711,16.5463,2.0613
-19.3978,8.01972,16.5966,2.06948
-19.3628,8.01233,16.6468,2.07765
-19.3278,8.00494,16.6969,2.08583
-19.2929,7.99756,16.7469,2.09401
-19.2579,7.99018,16.7968,2.10218
-19.2229,7.9828,16.8466,2.11036
-19.1879,7.97543,16.8962,2.11853
-19.1529,7.96806,16.9457,2.12671
-19.1179,7.96069,16.9952,2.13488
-19.083,7.95333,17.0445,2.14306
-19.048,7.94597,17.0937,2.15124
-19.013,7.93861,17.1427,2.15941
-18.978,7.93126,17.1917,2.16759
-18.943,7.92391,17.2406,2.17576
-18.908,7.91656,17.2893,2.18394
-18.8731,7.90922,17.3379,2.19212
-18.8381,7.90188,17.3864,2.20029
-18.8031,7.89454,17.4348,2.20847
-18.7681,7.88721,17.4831,2.21664
-18.7331,7.87988,17.5313,2.22482
-18.6982,7.87255,17.5794,2.233
-18.6632,7.86523,17.6273,2.24117
-18.6282,7.85791,17.6752,2.24935
-18.5932,7.8506,17.7229,2.25752
-18.5582,7.84328,17.7705,2.2657
-18.5232,7.83598,17.818,2.27388
-18.4883,7.82867,17.8654,2.28205
-18.4533,7.82137,17.9127,2.29023
-18.4183,7.81407,17.9599,2.2984
-18.3833,7.80677,18.0069,2.30658
-18.3483,7.79948,18.0539,2.31476
-18.3133,7.79219,18.1007,2.32293
-18.2784,7.78491,18.1475,2.33111
-18.2434,7.77763,18.1941,2.33928
-18.2084,7.77035,18.2406,2.34746
-18.1734,7.76307,18.287,2.35564
-18.1384,7.7558,18.3333,2.36381
-18.1034,7.74854,18.3794,2.37199
-18.0685,7.74127,18.4255,2.38016
-18.0335,7.73401,18.4714,2.38834
-17.9985,7.72675,18.5173,2.39651
-17.9635,7.7195,18.563,2.40469
-17.9285,7.71225,18.6086,2.41287
-17.8936,7.705,18.6541,2.42104
-17.8586,7.69775,18.6995,2.42922
-17.8236,7.69051,18.7448,2.43739
-17.7886,7.68328,18.79,2.44557
-17.7536,7.67604,18.8351,2.45375
-17.7186,7.66881,18.88,2.46192
-17.6837,7.66159,18.9249,2.4701
-17.6487,7.65436,18.9696,2.47827
-17.6137,7.64714,19.0142,2.48645
