Position,Hauteur,Debit,Vitesse
-19.9888,8.55904,12.6904,1.48269
-19.9713,8.55486,12.7225,1.48717
-19.9538,8.55067,12.7546,1.49165
-19.9363,8.54649,12.7867,1.49613
-19.9188,8.54231,12.8187,1.50062
-19.9013,8.53813,12.8507,1.5051
-19.8838,8.53395,12.8827,1.50958
-19.8663,8.52977,12.9146,1.51406
-19.8488,8.52559,12.9465,1.51854
-19.8313,8.52141,12.9783,1.52302
-19.8138,8.51723,13.0101,1.52751
-19.7963,8.51306,13.0419,1.53199
-19.7788,8.50888,13.0736,1.53647
-19.7613,8.50471,13.1053,1.54095
-19.7438,8.50054,13.137,1.54543
-19.7263,8.49637,13.1686,1.54991
-19.7088,8.4922,13.2002,1.5544
-19.6913,8.48803,13.2318,1.55888
-19.6738,8.48386,13.2633,1.56336
-19.6563,8.47969,13.2948,1.56784
-19.6388,8.47553,13.3263,1.57232
-19.6213,8.47136,13.3577,1.57681
-19.6038,8.4672,13.3891,1.58129
-19.5864,8.46303,13.4204,1.58577
-19.5689,8.45887,13.4517,1.59025
-19.5514,8.45471,13.483,1.59473
-19.5339,8.45055,13.5142,1.59921
-19.5164,8.44639,13.5454,1.6037
-19.4989,8.44223,13.5766,1.60818
-19.4814,8.43808,13.6077,1.61266
-19.4639,8.43392,13.6388,1.61714
-19.4464,8.42976,13.6699,1.62162
-19.4289,8.42561,13.7009,1.6261
-19.4114,8.42146,13.7319,1.63059
-19.3939,8.41731,13.7629,1.63507
-19.3764,8.41315,13.7938,1.63955
-19.3589,8.409,13.8247,1.64403
-19.3414,8.40486,13.8555,1.64851
-19.3239,8.40071,13.8863,1.65299
-19.3064,8.39656,13.9171,1.65748
-19.2889,8.39242,13.9478,1.66196
-19.2714,8.38827,13.9785,1.66644
-19.2539,8.38413,14.0092,1.67092
-19.2364,8.37998,14.0398,1.6754
-19.2189,8.37584,14.0704,1.67988
-19.2014,8.3717,14.101,1.68437
-19.184,8.36756,14.1315,1.68885
-19.1665,8.36342,14.162,1.69333
-19.149,8.35929,14.1925,1.69781
-19.1315,8.35515,14.2229,1.70229
-19.114,8.35101,14.2533,1.70677
-19.0965,8.34688,14.2836,1.71126
-19.079,8.34275,14.314,1.71574
-19.0615,8.33861,14.3442,1.72022
-19.044,8.33448,14.3745,1.7247
-19.0265,8.33035,14.4047,1.72918
-19.009,8.32622,14.4349,1.73366
-18.9915,8.32209,14.465,1.73815
-18.974,8.31797,14.4951,1.74263
-18.9565,8.31384,14.5252,1.74711
-18.939,8.30972,14.5552,1.75159
-18.9215,8.30559,14.5852,1.75607
-18.904,8.30147,14.6152,1.76055
-18.8865,8.29735,14.6451,1.76504
-18.869,8.29322,14.675,1.76952
-18.8515,8.2891,14.7049,1.774
-18.834,8.28498,14.7347,1.77848
-18.8165,8.28087,14.7645,1.78296
-18.7991,8.27675,14.7942,1.78744
-18.7816,8.27263,14.824,1.79193
-18.7641,8.26852,14.8536,1.79641
-18.7466,8.2644,14.8833,1.80089
-18.7291,8.26029,14.9129,1.80537
-18.7116,8.25618,14.9425,1.80985
-18.6941,8.25207,14.972,1.81434
-18.6766,8.24796,15.0015,1.81882
-18.6591,8.24385,15.031,1.8233
-18.6416,8.23974,15.0604,1.82778
-18.6241,8.23563,15.0898,1.83226
-18.6066,8.23153,15.1192,1.83674
-18.5891,8.22742,15.1485,1.84123
-18.5716,8.22332,15.1778,1.84571
