Position,Hauteur,Debit,Vitesse
-19.9575,10.0016,-0.0157214,-0.00157189
-19.9225,10.0007,-0.00659423,-0.000659379
-19.8876,9.99727,0.0269997,0.00270071
-19.8526,9.99601,0.0395489,0.00395647
-19.8176,9.99459,0.0536009,0.005363
-19.7826,9.99362,0.0631955,0.00632358
-19.7476,9.99345,0.0648563,0.00648988
-19.7126,9.99417,0.057698,0.00577316
-19.6777,10.0031,-0.0311488,-0.0031139
-19.6427,10.0078,-0.0769278,-0.00768681
-19.6077,10.0115,-0.113678,-0.0113547
-19.5727,10.0157,-0.155333,-0.015509
-19.5377,10.0181,-0.179582,-0.0179257
-19.5027,10.0192,-0.190535,-0.019017
-19.4678,10.0186,-0.184932,-0.0184587
-19.4328,10.004,-0.0396756,-0.00396597
-19.3978,9.98768,0.121903,0.0122053
-19.3628,9.97947,0.203005,0.0203422
-19.3278,9.96835,0.312678,0.031367
-19.2929,9.96085,0.38663,0.0388149
-19.2579,9.95616,0.43277,0.0434676
-19.2229,9.95425,0.451534,0.045361
-19.1879,9.95517,0.442486,0.0444478
-19.1529,9.99435,0.0557723,0.00558038
-19.1179,10.0286,-0.284178,-0.0283367
-19.083,10.0477,-0.473903,-0.0471655
-19.048,10.0738,-0.735148,-0.0729762
-19.013,10.092,-0.917728,-0.0909361
-18.978,10.1068,-1.06634,-0.105507
-18.943,10.1197,-1.19615,-0.1182
-18.908,10.1289,-1.289,-0.127259
-18.8731,10.1356,-1.35637,-0.133823
-18.8381,10.1399,-1.40013,-0.138081
-18.8031,10.142,-1.42102,-0.140113
-18.7681,10.1418,-1.41913,-0.139929
-18.7331,10.1377,-1.37757,-0.135887
-18.6982,10.1147,-1.14613,-0.113313
-18.6632,10.1051,-1.04878,-0.103787
-18.6282,10.0911,-0.908298,-0.0900101
-18.5932,10.0767,-0.764572,-0.0758749
-18.5582,10.0647,-0.643654,-0.0639519
-18.5232,10.0507,-0.504269,-0.0501725
-18.4883,10.0378,-0.375507,-0.0374093
-18.4533,10.0248,-0.246023,-0.0245415
-18.4183,10.0116,-0.114646,-0.0114514
-18.3833,9.99869,0.0129243,0.0012926
-18.3483,9.98566,0.141831,0.0142035
-18.3133,9.97273,0.269536,0.0270273
-18.2784,9.95985,0.396423,0.0398021
-18.2434,9.94696,0.523256,0.0526046
-18.2084,9.93413,0.649186,0.065349
-18.1734,9.92131,0.774777,0.0780922
-18.1384,9.90852,0.899875,0.0908183
-18.1034,9.89575,1.02445,0.103524
-18.0685,9.883,1.14862,0.116222
-18.0335,9.87028,1.27232,0.128904
-17.9985,9.85757,1.3956,0.141576
-17.9635,9.84488,1.51846,0.154239
-17.9285,9.83221,1.64091,0.166892
-17.8936,9.81956,1.76297,0.179537
-17.8586,9.80692,1.88463,0.192174
-17.8236,9.7943,2.00591,0.204804
-17.7886,9.78169,2.12681,0.217428
-17.7536,9.76909,2.24734,0.230046
-17.7186,9.75651,2.3675,0.242658
