Position,Hauteur,Debit,Vitesse
-19.9575,7.23219,21.4151,2.96109
-19.9225,7.22864,21.4345,2.96522
-19.8876,7.21898,21.4871,2.97647
-19.8526,7.21356,21.5166,2.98279
-19.8176,7.20764,21.5487,2.9897
-19.7826,7.20221,21.5781,2.99604
-19.7476,7.1967,21.6079,3.00248
-19.7126,7.19125,21.6373,3.00883
-19.6777,7.1858,21.6667,3.01521
-19.6427,7.18035,21.696,3.02158
-19.6077,7.1749,21.7252,3.02794
-19.5727,7.16946,21.7544,3.03431
-19.5377,7.16402,21.7835,3.04068
-19.5027,7.15858,21.8125,3.04704
-19.4678,7.15315,21.8415,3.05341
-19.4328,7.14771,21.8704,3.05978
-19.3978,7.14228,21.8992,3.06614
-19.3628,7.13685,21.928,3.07251
-19.3278,7.13142,21.9568,3.07888
-19.2929,7.12599,21.9854,3.08524
-19.2579,7.12057,22.014,3.09161
-19.2229,7.11515,22.0426,3.09798
-19.1879,7.10973,22.071,3.10434
-19.1529,7.10431,22.0994,3.11071
-19.1179,7.09889,22.1278,3.11708
-19.083,7.09348,22.1561,3.12344
-19.048,7.08807,22.1843,3.12981
-19.013,7.08266,22.2125,3.13618
-18.978,7.07725,22.2406,3.14254
-18.943,7.07184,22.2686,3.14891
-18.908,7.06644,22.2966,3.15528
-18.8731,7.06104,22.3245,3.16164
-18.8381,7.05564,22.3523,3.16801
-18.8031,7.05024,22.3801,3.17438
-18.7681,7.04485,22.4079,3.18074
-18.7331,7.03945,22.4355,3.18711
-18.6982,7.03406,22.4631,3.19348
-18.6632,7.02867,22.4907,3.19984
-18.6282,7.02329,22.5181,3.20621
-18.5932,7.0179,22.5456,3.21258
-18.5582,7.01252,22.5729,3.21895
-18.5232,7.00714,22.6002,3.22531
-18.4883,7.00176,22.6274,3.23168
-18.4533,6.99638,22.6546,3.23805
-18.4183,6.99101,22.6817,3.24441
-18.3833,6.98563,22.7088,3.25078
-18.3483,6.98026,22.7357,3.25715
-18.3133,6.97489,22.7627,3.26351
