Position,Hauteur,Debit,Vitesse
-19.9575,10,0,0
-19.9225,10,0,0
-19.8876,10,0,0
-19.8526,10,0,0
-19.8176,10,0,0
-19.7826,10,0,0
-19.7476,10,0,0
-19.7126,10,-8.36511e-16,-8.36511e-17
-19.6777,10,-8.36078e-15,-8.36078e-16
-19.6427,10,-6.16603e-14,-6.16603e-15
-19.6077,10,-2.14428e-13,-2.14428e-14
-19.5727,10,-4.39266e-13,-4.39266e-14
-19.5377,10,-6.87119e-13,-6.87119e-14
-19.5027,10,-9.41272e-13,-9.41272e-14
-19.4678,10,-1.19793e-12,-1.19793e-13
-19.4328,10,-1.45502e-12,-1.45502e-13
-19.3978,10,-1.71043e-12,-1.71043e-13
-19.3628,10,-1.96646e-12,-1.96646e-13
-19.3278,10,-2.22354e-12,-2.22354e-13
-19.2929,10,-2.48043e-12,-2.48043e-13
-19.2579,10,-2.73797e-12,-2.73797e-13
-19.2229,10,-2.99697e-12,-2.99697e-13
-19.1879,10,-3.25889e-12,-3.25889e-13
-19.1529,10,-3.55551e-12,-3.55551e-13
-19.1179,10,-4.00968e-12,-4.00968e-13
-19.083,10,-4.65603e-12,-4.65603e-13
-19.048,10,-5.46545e-12,-5.46545e-13
-19.013,10,-6.47845e-12,-6.47845e-13
-18.978,10,-6.44975e-12,-6.44975e-13
-18.943,10,-1.17495e-11,-1.17495e-12
-18.908,10,-1.05174e-10,-1.05174e-11
-18.8731,10,-1.9117e-10,-1.9117e-11
-18.8381,10,-2.12793e-10,-2.12793e-11
-18.8031,10,-1.46798e-10,-1.46798e-11
-18.7681,10,1.33318e-09,1.33318e-10
-18.7331,10,2.23559e-09,2.23559e-10
-18.6982,10,2.58745e-09,2.58745e-10
-18.6632,10,2.38369e-09,2.38369e-10
-18.6282,10,-7.09956e-09,-7.09956e-10
-18.5932,10,-1.5401e-08,-1.5401e-09
-18.5582,10,-1.90289e-08,-1.90289e-09
-18.5232,10,-1.81738e-08,-1.81738e-09
-18.4883,10,1.0399e-08,1.0399e-09
-18.4533,10,8.81822e-08,8.81822e-09
-18.4183,10,1.18517e-07,1.18517e-08
-18.3833,10,1.32025e-07,1.32025e-08
-18.3483,10,1.2215e-07,1.2215e-08
-18.3133,10,-3.03243e-07,-3.03243e-08
-18.2784,10,-6.44605e-07,-6.44605e-08
-18.2434,10,-7.96104e-07,-7.96104e-08
-18.2084,10,-8.39606e-07,-8.39606e-08
-18.1734,10,-6.41235e-07,-6.41235e-08
-18.1384,10,2.30013e-06,2.30013e-07
-18.1034,10,3.93172e-06,3.93172e-07
-18.0685,10,4.88143e-06,4.88143e-07
-18.0335,10,5.46553e-06,5.46553e-07
-17.9985,10,5.23936e-06,5.23936e-07
-17.9635,10,-8.29138e-06,-8.29138e-07
-17.9285,10,-2.05154e-05,-2.05154e-06
-17.8936,10,-2.67716e-05,-2.67716e-06
-17.8586,10,-3.25112e-05,-3.25112e-06
-17.8236,10,-3.35883e-05,-3.35883e-06
