Data info
File name: C:\DEWESoft7\Data\Test_kastor_choco_2.d7d
Start time: 20/01/1980 07:28:21.614
Number of channels: 3
Sample rate: 5000
Store type: Toujours rapide


Data1

Time [s]	AI 0 [V]	AI 1 [V]	AI 2 [V]	
9,2144	2,0761046	2,6016874	2,7245677
9,2146	2,0765398	2,6016803	2,7245581
9,2148	2,077044	2,6017685	2,7243352
9,215	2,0773361	2,6019819	2,7236724
9,2152	2,0777414	2,6020713	2,723248
9,2154	2,077919	2,6023443	2,7228951
9,2156	2,0781002	2,6024504	2,7227616
9,2158	2,0783517	2,6027818	2,7224779
9,216	2,0783803	2,6032085	2,7224076
9,2162	2,0788393	2,6035042	2,7221847
9,2164	2,0797977	2,6036055	2,7219939
9,2166	2,0806525	2,6033421	2,7219689
9,2168	2,0813892	2,6031597	2,7218997
9,217	2,0818613	2,6031644	2,7217424
9,2172	2,0825074	2,6031716	2,7217209
9,2174	2,0829759	2,6031168	2,7216125
9,2176	2,0835791	2,6031144	2,7213168
9,2178	2,0840225	2,603019	2,7210021
9,218	2,084305	2,6029546	2,7205539
9,2182	2,0846066	2,6029999	2,7204573
9,2184	2,0851789	2,6027937	2,7205062
9,2186	2,0858083	2,6025922	2,7208257
9,2188	2,0858071	2,6021774	2,7209973
9,219	2,0851908	2,6017709	2,7211463
9,2192	2,0844243	2,601511	2,7215612
9,2194	2,0835278	2,6011331	2,7221668
9,2196	2,0828996	2,6009865	2,723161
9,2198	2,08248	2,600816	2,7239633
9,22	2,0820389	2,6005323	2,7246296
9,2202	2,0815132	2,6003749	2,7253222
9,2204	2,0812891	2,6002724	2,7258885
9,2206	2,0810626	2,6001639	2,7263165
9,2208	2,0809314	2,599972	2,7269065
9,221	2,0807276	2,5999279	2,7274179
9,2212	2,0804987	2,5998576	2,7278018
9,2214	2,0806823	2,5997813	2,7282012
9,2216	2,0811901	2,5993986	2,7284694
9,2218	2,0817385	2,5987322	2,7288365
9,222	2,0819602	2,5980074	2,7292359
9,2222	2,0822642	2,5974925	2,7295566
9,2224	2,0824716	2,5970073	2,7299201
9,2226	2,0826099	2,5963147	2,7302158
9,2228	2,0828257	2,5955637	2,730546
9,223	2,0829234	2,5950117	2,7310038
9,2232	2,0830128	2,5943477	2,7314234
9,2234	2,0829985	2,593524	2,7321064
9,2236	2,0836029	2,5926168	2,7327263
9,2238	2,0844398	2,5918288	2,73314
9,224	2,0849142	2,5911195	2,7332413
9,2242	2,0850728	2,59093	2,7327001
9,2244	2,0854483	2,5911434	2,7320302
9,2246	2,0855508	2,5911863	2,7313662
9,2248	2,0858142	2,5916834	2,7307963
9,225	2,0860944	2,5922985	2,730273
9,2252	2,0862732	2,59268	2,7298784
9,2254	2,0864234	2,5929124	2,7294731
9,2256	2,0865736	2,5933309	2,7291
9,2258	2,0867763	2,5936408	2,7286148
9,226	2,0870397	2,5939841	2,7282465
9,2262	2,0870671	2,5944908	2,7279496
9,2264	2,0872567	2,5949569	2,7276945
9,2266	2,0879326	2,5952036	2,7273488
9,2268	2,0887074	2,5949795	2,7270401
9,227	2,0894108	2,5946159	2,7266884
9,2272	2,0900104	2,5945659	2,7265036
9,2274	2,0905445	2,5941892	2,7261806
9,2276	2,0911286	2,5939877	2,725805
9,2278	2,0915053	2,5937684	2,725507
9,228	2,0921872	2,5936337	2,7251518
9,2282	2,0924673	2,593406	2,7247941
9,2284	2,092298	2,5932629	2,7245438
9,2286	2,0920489	2,5929601	2,724613
9,2288	2,0919154	2,5927026	2,7249014
9,229	2,0916555	2,5924249	2,7253294
9,2292	2,0909498	2,5924034	2,7253878
9,2294	2,0902441	2,5928969	2,7254546
9,2296	2,0896671	2,5933785	2,7257979
9,2298	2,0892653	2,5937958	2,7264464
9,23	2,0890746	2,5940402	2,7273047
9,2302	2,0889995	2,5941534	2,7281427
9,2304	2,0888803	2,5939639	2,7289844
9,2306	2,0887158	2,5935156	2,7297008
9,2308	2,0885918	2,5933499	2,7303553
9,231	2,0884261	2,5932546	2,7309322
9,2312	2,0882759	2,5932081	2,7315235
9,2314	2,0881066	2,5931687	2,7319515
9,2316	2,0882568	2,5932856	2,7325332
9,2318	2,0887504	2,592773	2,7330184
9,232	2,0892165	2,5919611	2,7334499
9,2322	2,0896182	2,5913651	2,7339816
9,2324	2,0897374	2,5906451	2,7345061
9,2326	2,0896146	2,5900073	2,734977
9,2328	2,0898411	2,5896485	2,7354312
9,233	2,0906708	2,5892265	2,735914
9,2332	2,0915828	2,5886412	2,7362692
9,2334	2,0925829	2,5881047	2,7364445
9,2336	2,0933912	2,587461	2,7361977
9,2338	2,0942972	2,5867481	2,7359259
9,234	2,0950589	2,5860436	2,7357578
9,2342	2,0954809	2,5851924	2,7357614
9,2344	2,09532	2,5847633	2,7356899
9,2346	2,0953486	2,5846715	2,7357244
9,2348	2,0952961	2,5842531	2,7357018
9,235	2,0954416	2,5839837	2,7358425
9,2352	2,0954559	2,5835819	2,7358317
9,2354	2,0956883	2,5833173	2,7355886
9,2356	2,0958898	2,5828595	2,7349663
9,2358	2,0960031	2,5827558	2,7344072
9,236	2,0961568	2,5829847	2,7338874
9,2362	2,0961854	2,5834365	2,7332544
9,2364	2,0962641	2,5841351	2,7326918
9,2366	2,0962987	2,5846679	2,7321053
9,2368	2,0968423	2,5852485	2,7315867
9,237	2,0976839	2,5852842	2,7311087
9,2372	2,0985005	2,5851316	2,7306879
9,2374	2,0993612	2,5852091	2,7303588
9,2376	2,0996807	2,5851293	2,7298081
9,2378	2,0996509	2,5852485	2,7295709
9,238	2,099385	2,5850828	2,7294886
9,2382	2,0992122	2,5850625	2,7297652
9,2384	2,0989833	2,5850315	2,7301812
9,2386	2,0988796	2,5850303	2,7303159
9,2388	2,0987461	2,5847514	2,7304769
9,239	2,098907	2,5845296	2,7304828
9,2392	2,0989499	2,5842125	2,7307367
9,2394	2,098398	2,5840671	2,7309453
9,2396	2,0979068	2,5844748	2,7312565
9,2398	2,0975158	2,5850577	2,7314436
9,24	2,0972393	2,585444	2,7316642
9,2402	2,09707	2,5856729	2,7318645
9,2404	2,0968363	2,5862248	2,7320504
9,2406	2,0968518	2,5867267	2,7320433
9,2408	2,0966957	2,5870306	2,7321315
9,241	2,0966122	2,5875552	2,7324796
9,2412	2,09653	2,5880368	2,7331364
9,2414	2,0964859	2,5884647	2,7339113
9,2416	2,0961735	2,5887794	2,7347922
9,2418	2,0962093	2,5886662	2,7356398
9,242	2,0965371	2,588361	2,7363896
9,2422	2,0971296	2,5874658	2,7370048
9,2424	2,0979187	2,5867815	2,7376294
9,2426	2,0987639	2,5861759	2,738018
9,2428	2,0996699	2,5854368	2,7379048
9,243	2,1006331	2,5849481	2,7377748
9,2432	2,1014271	2,5843914	2,7376819
9,2434	2,1021042	2,5838275	2,73772
9,2436	2,1027229	2,5832434	2,7376795
9,2438	2,1033964	2,5827284	2,7377391
9,244	2,1041141	2,5821466	2,7376533
9,2442	2,1049914	2,5815613	2,737571
9,2444	2,1054218	2,5808711	2,7374947
9,2446	2,1052692	2,58056	2,7374411
9,2448	2,104995	2,5805874	2,7374685
9,245	2,1048567	2,5805874	2,7373922
9,2452	2,1048543	2,5804718	2,7372766
9,2454	2,1049604	2,580548	2,7372277
9,2456	2,1050832	2,5805111	2,7371264
9,2458	2,1049962	2,5803668	2,7371657
9,246	2,1049807	2,5802953	2,7370477
9,2462	2,1049664	2,5801284	2,7368593
9,2464	2,1051679	2,5801082	2,7368546
9,2466	2,1055374	2,5798197	2,7367592
9,2468	2,1055517	2,5796564	2,7362216
9,247	2,1054611	2,579617	2,7355003
9,2472	2,1055732	2,5794144	2,7349114
9,2474	2,1055911	2,5791461	2,734561
9,2476	2,1055756	2,5793035	2,7345574
9,2478	2,1055708	2,5793309	2,7345598
9,248	2,1056364	2,5793703	2,7344227
9,2482	2,1055195	2,579375	2,7343237
9,2484	2,1054337	2,5792654	2,7340889
9,2486	2,1054146	2,5790627	2,7341199
9,2488	2,1053061	2,5789137	2,7341127
9,249	2,1054385	2,5787086	2,7341211
9,2492	2,1055732	2,5785859	2,7341592
9,2494	2,1058879	2,5784678	2,7342224
9,2496	2,1057782	2,578413	2,7343607
9,2498	2,1054218	2,5784953	2,7346587
9,25	2,1049676	2,5789769	2,7347624
9,2502	2,1048007	2,5794489	2,735008
9,2504	2,1045837	2,5798554	2,7351665
9,2506	2,1044383	2,5802035	2,7353978
9,2508	2,1042655	2,5805755	2,7354932
9,251	2,1041331	2,5809093	2,7360666
9,2512	2,1039257	2,581286	2,7363908
9,2514	2,1037087	2,5817223	2,7367234
9,2516	2,1037934	2,5820477	2,736975
9,2518	2,1042488	2,5825472	2,7372253
9,252	2,1046314	2,5831742	2,7371585
9,2522	2,105417	2,5837119	2,7367163
9,2524	2,1065209	2,5838299	2,7362835
9,2526	2,1072552	2,5834568	2,7360642
9,2528	2,1081314	2,5834484	2,7362561
9,253	2,1087394	2,5832648	2,7365041
9,2532	2,1093605	2,5828154	2,7367926
9,2534	2,1098623	2,5821455	2,7371025
9,2536	2,110419	2,5814826	2,7373314
9,2538	2,1109066	2,5809903	2,7375126
9,254	2,1115098	2,5805624	2,7376521
9,2542	2,1119723	2,5799758	2,7379155
9,2544	2,1126232	2,5792058	2,7379668
9,2546	2,1130238	2,5785275	2,7379596
9,2548	2,1128008	2,5779433	2,7380228
9,255	2,1125171	2,5778074	2,7378511
9,2552	2,1124825	2,5778277	2,7378213
9,2554	2,1125243	2,5776155	2,7375793
9,2556	2,1124349	2,577445	2,7373648
9,2558	2,1126041	2,5774021	2,7371526
9,256	2,1128581	2,5773807	2,7369499
9,2562	2,1127388	2,577271	2,7366412
9,2564	2,1122477	2,5772471	2,7365625
9,2566	2,1115599	2,5772483	2,7365708
9,2568	2,1110306	2,577414	2,7368224
9,257	2,1101675	2,5773687	2,7372479
9,2572	2,1098075	2,5774379	2,7375579
9,2574	2,109978	2,5774212	2,7378345
9,2576	2,1101353	2,5769444	2,7382958
9,2578	2,1104262	2,5763841	2,7387273
9,258	2,1105847	2,5758226	2,7391469
9,2582	2,1107028	2,5753028	2,7392781
9,2584	2,1108172	2,5749512	2,7391315
9,2586	2,1109209	2,5747533	2,7390182
9,2588	2,1110449	2,574863	2,7387631
9,259	2,1111271	2,5751514	2,7385294
9,2592	2,1111891	2,5752337	2,7383816
9,2594	2,1114275	2,575155	2,738291
9,2596	2,1118138	2,5749393	2,7383602
9,2598	2,1118412	2,574764	2,7382636
9,26	2,1114907	2,5749238	2,7384865
9,2602	2,11094	2,5754721	2,7385497
9,2604	2,1106157	2,5760705	2,7385628
9,2606	2,1102784	2,5764616	2,7387857
9,2608	2,1100233	2,5769229	2,7390432
9,261	2,1102891	2,5773103	2,7392769
9,2612	2,1106849	2,5777061	2,7393639
9,2614	2,1111355	2,5781043	2,7394092
9,2616	2,1115026	2,5784476	2,7389431
9,2618	2,1120915	2,5789292	2,7383566
9,262	2,1123407	2,5793893	2,737906
9,2622	2,1124301	2,5797172	2,7375555
9,2624	2,1127746	2,5803192	2,7371967
9,2626	2,1134422	2,5804813	2,7367759
9,2628	2,1141872	2,5801558	2,7365506
9,263	2,1148167	2,5800366	2,7362287
9,2632	2,1154127	2,5801368	2,7359521
9,2634	2,1159897	2,5803144	2,7355921
9,2636	2,1164963	2,5806339	2,7351081
9,2638	2,1168683	2,5808663	2,7349842
9,264	2,1170959	2,5808616	2,7351654
9,2642	2,1175036	2,5808234	2,7354181
9,2644	2,1179924	2,5807412	2,7357256
9,2646	2,1183155	2,5801916	2,7359092
9,2648	2,1187994	2,5794883	2,7360952
9,265	2,1188197	2,5788064	2,7361977
9,2652	2,1186278	2,5786574	2,7363229
9,2654	2,1185575	2,5786991	2,7363992
9,2656	2,1180556	2,5787802	2,7363265
9,2658	2,1173856	2,5788827	2,7363586
9,266	2,1167562	2,578779	2,7365041
9,2662	2,1159432	2,5787718	2,7370715
9,2664	2,1152697	2,5787361	2,7375638
9,2666	2,1146855	2,5786955	2,7380359
9,2668	2,1141372	2,5785787	2,7383852
9,267	2,113596	2,5785978	2,7385259
9,2672	2,1130154	2,5787957	2,7387786
9,2674	2,1124551	2,578922	2,7391016
9,2676	2,1125493	2,5791152	2,7393043
9,2678	2,1128998	2,5787671	2,7394938
9,268	2,1132121	2,5781829	2,7397454
9,2682	2,1133635	2,5777967	2,7401602
9,2684	2,1134684	2,5772364	2,7402902
9,2686	2,1136317	2,5767453	2,7405608
9,2688	2,1136067	2,57621	2,7408195
9,269	2,1136627	2,5757248	2,7410924
9,2692	2,1136973	2,5752206	2,7416158
9,2694	2,1138606	2,5748022	2,7418995
9,2696	2,1138725	2,5742681	2,7419937
9,2698	2,1139977	2,5736828	2,7420056
9,27	2,1140573	2,5733645	2,7419662
9,2702	2,1137211	2,5735147	2,7417362
9,2704	2,1136746	2,5741072	2,7416396
9,2706	2,1138356	2,5748451	2,7414894
9,2708	2,1141479	2,575223	2,7411127
9,271	2,1145842	2,5756617	2,7405131
9,2712	2,1149275	2,5760288	2,7398634
9,2714	2,1150777	2,576582	2,7395022
9,2716	2,1152554	2,5769277	2,7389562
9,2718	2,1152363	2,5773103	2,7386415
9,272	2,115278	2,5778706	2,7382946
9,2722	2,1152184	2,5781281	2,7377856
9,2724	2,1150455	2,578624	2,7374101
9,2726	2,115061	2,5792129	2,7369332
9,2728	2,1154842	2,5798686	2,7365541
9,273	2,116066	2,5799162	2,7363074
9,2732	2,116755	2,5799031	2,7360713
9,2734	2,1172473	2,5799747	2,7356946
9,2736	2,1175871	2,5799937	2,7353168
9,2738	2,1179996	2,5801535	2,735076
9,274	2,118257	2,5801713	2,7347696
9,2742	2,1186182	2,5803537	2,7342486
9,2744	2,1187959	2,5804443	2,733885
9,2746	2,119355	2,5805194	2,7334154
9,2748	2,119616	2,5803502	2,7328837
9,275	2,1195326	2,5803668	2,7322638
9,2752	2,119194	2,5802619	2,7320182
9,2754	2,118294	2,5802286	2,7322757
9,2756	2,1172664	2,5806839	2,7331471
9,2758	2,1162508	2,5808854	2,73386
9,276	2,1154473	2,5807173	2,7346539
9,2762	2,1149597	2,5805266	2,7353036
9,2764	2,1146164	2,5804038	2,7358031
9,2766	2,11395	2,5804276	2,73633
9,2768	2,1136782	2,5804968	2,7368379
9,277	2,1132455	2,58061	2,7374053
9,2772	2,1128724	2,5808985	2,7379453
9,2774	2,1123276	2,5810416	2,7382481
9,2776	2,111815	2,5810988	2,738663
9,2778	2,1117077	2,5813766	2,7390766
9,278	2,112138	2,5813122	2,7394748
9,2782	2,112479	2,5809486	2,7398396
9,2784	2,1126876	2,5806744	2,7400935
9,2786	2,1128259	2,5804241	2,7404737
9,2788	2,1127269	2,5802047	2,7407014
9,279	2,1128044	2,5799353	2,7411222
9,2792	2,1127746	2,5796933	2,7414298
9,2794	2,112715	2,579232	2,7418673
9,2796	2,1131263	2,5789995	2,7423227
9,2798	2,1137497	2,5785739	2,7427447
9,28	2,1144459	2,5780399	2,7430391
9,2802	2,1153424	2,5774415	2,742883
9,2804	2,1157334	2,5767858	2,7426946
9,2806	2,1156344	2,5766213	2,7427042
9,2808	2,1156607	2,5766714	2,7426255
9,281	2,1154878	2,5765796	2,7420521
9,2812	2,115464	2,5765617	2,7414119
9,2814	2,1154652	2,5767143	2,7407169
9,2816	2,1154485	2,5770159	2,7400386
9,2818	2,115346	2,5775464	2,7391994
9,282	2,1153471	2,5782449	2,7386451
9,2822	2,115185	2,5786133	2,7379942
9,2824	2,1151612	2,5790663	2,7373016
9,2826	2,1147404	2,5794251	2,7366233
9,2828	2,1143935	2,5799782	2,7361608
9,283	2,1147285	2,5805993	2,7356195
9,2832	2,1153221	2,5807412	2,7353466
9,2834	2,1159277	2,5806375	2,7349567
9,2836	2,1163104	2,5807197	2,7344692
9,2838	2,1166191	2,580709	2,7339828
9,284	2,1172259	2,5807412	2,7335441
9,2842	2,1172938	2,5808592	2,7330065
9,2844	2,1171949	2,5809188	2,7326047
9,2846	2,1165392	2,581063	2,7324355
9,2848	2,1160529	2,5811751	2,7325153
9,285	2,1156023	2,5811429	2,7329779
9,2852	2,1152482	2,5812097	2,7332973
9,2854	2,1150455	2,5813134	2,7334166
9,2856	2,114409	2,5814433	2,7336764
9,2858	2,1133695	2,5819809	2,7337527
9,286	2,1125219	2,5826735	2,733922
9,2862	2,1117864	2,5832493	2,73386
9,2864	2,1111355	2,5837524	2,7337432
9,2866	2,1107755	2,5841899	2,7339375
9,2868	2,110301	2,5845857	2,7345121
9,287	2,1098969	2,5850542	2,7351665
9,2872	2,1094356	2,5854321	2,7357841
9,2874	2,1090159	2,585326	2,736311
9,2876	2,1086571	2,5852783	2,7369213
9,2878	2,1081767	2,5852783	2,7374709
9,288	2,1077368	2,5854499	2,7380145
9,2882	2,1079967	2,5854237	2,7384782
9,2884	2,1083758	2,5850065	2,7390289
9,2886	2,1084402	2,5844927	2,739507
9,2888	2,1084473	2,5841267	2,7400303
9,289	2,1087751	2,5839145	2,7406228
9,2892	2,1094797	2,5836201	2,7411187
9,2894	2,1102021	2,5833423	2,7413332
9,2896	2,1108184	2,5830598	2,7410293
9,2898	2,1115229	2,582695	2,7406502
9,29	2,1120474	2,5824268	2,7405453
9,2902	2,1125028	2,5821168	2,7404559
9,2904	2,113168	2,5817473	2,740351
9,2906	2,113497	2,5812621	2,7401519
9,2908	2,1133385	2,5810177	2,739954
9,291	2,1128414	2,5812573	2,7398455
9,2912	2,1124814	2,5812049	2,7396762
9,2914	2,1123753	2,5811417	2,7394521
9,2916	2,1120701	2,5809808	2,7392817
9,2918	2,1117911	2,5807137	2,7390218
9,292	2,1115682	2,5805397	2,7390981
9,2922	2,1113036	2,5804169	2,7389634
9,2924	2,1108506	2,5801177	2,7385175
9,2926	2,1106515	2,5801868	2,737664
9,2928	2,1104584	2,5805719	2,7369845
9,293	2,110146	2,5810916	2,7361488
9,2932	2,1102176	2,5819559	2,7354419
9,2934	2,1109364	2,582552	2,73458
9,2936	2,1112964	2,5826378	2,73386
9,2938	2,1111987	2,5826938	2,7331364
9,294	2,1107743	2,5828512	2,7325904
9,2942	2,1104035	2,5829549	2,7326095
9,2944	2,1099064	2,5828822	2,7327776
9,2946	2,1095476	2,5830479	2,7327907
9,2948	2,1092257	2,5829704	2,7327037
9,295	2,1090302	2,5830729	2,7328801
9,2952	2,1087012	2,5829978	2,7328873
9,2954	2,1084235	2,5829382	2,7328908
9,2956	2,1083686	2,5826938	2,7329242
9,2958	2,1079383	2,5825174	2,7328539
9,296	2,1070931	2,5827689	2,73296
9,2962	2,1063254	2,5835545	2,7329671
9,2964	2,105684	2,5841219	2,7331126
9,2966	2,1051738	2,5845642	2,7332306
9,2968	2,1047184	2,5851841	2,7332747
9,297	2,1042261	2,585649	2,7333879
9,2972	2,1037028	2,5861855	2,7335525
9,2974	2,1032188	2,5868721	2,7337193
9,2976	2,1027431	2,58743	2,7336919
9,2978	2,1021948	2,588218	2,733798
9,298	2,1015904	2,588721	2,7342522
9,2982	2,1011565	2,5894661	2,7349055
9,2984	2,1016321	2,5902207	2,7356315
9,2986	2,1025298	2,5903947	2,7362514
9,2988	2,1033332	2,5898857	2,7365816
9,299	2,1041021	2,5893624	2,736578
9,2992	2,1049485	2,5889523	2,7366018
9,2994	2,1053383	2,5886614	2,7368021
9,2996	2,1056948	2,588398	2,7368593
9,2998	2,1059904	2,588069	2,7369595
9,3	2,1063695	2,5875945	2,7369022
9,3002	2,1066616	2,5873191	2,7371347
9,3004	2,1068785	2,5870152	2,7370071
9,3006	2,107254	2,586431	2,7368176
9,3008	2,107533	2,5859709	2,7367294
9,301	2,1073291	2,5857098	2,7366805
9,3012	2,1068642	2,5857754	2,7364635
9,3014	2,1062634	2,5860567	2,7363968
9,3016	2,1057341	2,5859959	2,7361274
9,3018	2,1053383	2,5860889	2,7359056
9,302	2,1048758	2,5861747	2,7356184
9,3022	2,104542	2,5860472	2,7352285
9,3024	2,1041498	2,5859959	2,7348244
9,3026	2,1037278	2,5858588	2,7342105
9,3028	2,1034822	2,5858195	2,7338243
9,303	2,1030126	2,5857956	2,7336109
9,3032	2,1019695	2,5859685	2,733475
9,3034	2,1010277	2,5860472	2,73368
9,3036	2,1008465	2,5859971	2,7340889
9,3038	2,1008167	2,5855715	2,7341628
9,304	2,100651	2,5851829	2,7338958
9,3042	2,1003888	2,5850196	2,7336085
9,3044	2,1002243	2,5851495	2,7332497
9,3046	2,0999775	2,585587	2,7328634
9,3048	2,0997009	2,5858505	2,7326512
9,305	2,099484	2,5860603	2,7324831
9,3052	2,0994923	2,5861712	2,7323699
9,3054	2,0993302	2,5862725	2,7323794
9,3056	2,0991955	2,5865026	2,7322423
9,3058	2,0991788	2,5865264	2,7321434
9,306	2,0990036	2,5866277	2,7321672
9,3062	2,0981297	2,586797	2,7320862
9,3064	2,0973275	2,5872905	2,7322268
9,3066	2,0965621	2,5877268	2,7323151
9,3068	2,0959852	2,5880892	2,7323675
9,307	2,0954142	2,5884087	2,7325416
9,3072	2,0947752	2,5887747	2,7326119
9,3074	2,0940802	2,5891979	2,7328968
9,3076	2,0936809	2,5896282	2,7330852
9,3078	2,0936928	2,5900908	2,7331984
9,308	2,0936701	2,5906212	2,7331126
9,3082	2,0938108	2,5912447	2,7329361
9,3084	2,093843	2,5917549	2,7323735
9,3086	2,0940003	2,592339	2,7318728
9,3088	2,0947287	2,5928338	2,7315867
9,309	2,0952568	2,5929041	2,7310717
9,3092	2,0958695	2,5930483	2,7306652
9,3094	2,0962856	2,5934393	2,730428
9,3096	2,0966551	2,5937719	2,7305508
9,3098	2,0968769	2,5938816	2,7307546
9,31	2,0972416	2,5938578	2,7308774
9,3102	2,097486	2,5935991	2,7312267
9,3104	2,0977507	2,5929875	2,731477
9,3106	2,0978091	2,5925	2,7315807
9,3108	2,0979354	2,5919993	2,7317786
9,311	2,0981762	2,5915415	2,7318692
9,3112	2,0980117	2,5910254	2,7317858
9,3114	2,0974658	2,5908942	2,7317441
9,3116	2,0969448	2,5911028	2,7315593
9,3118	2,0964847	2,591265	2,7313983
9,312	2,0961616	2,591054	2,7310991
9,3122	2,0957432	2,5910444	2,730788
9,3124	2,09496	2,5908239	2,730422
9,3126	2,093843	2,5908561	2,7301884
9,3128	2,0929513	2,5911231	2,7303612
9,313	2,0918915	2,591116	2,7307785
9,3132	2,0911357	2,5913877	2,7310717
9,3134	2,0901964	2,591495	2,731272
9,3136	2,0893822	2,591712	2,731508
9,3138	2,0890257	2,5916727	2,7316475
9,314	2,0891223	2,5915618	2,7318776
9,3142	2,0889566	2,5910361	2,7319682
9,3144	2,0889745	2,5906296	2,7320778
9,3146	2,0889292	2,5901372	2,73229
9,3148	2,0887575	2,5896962	2,7327061
9,315	2,088562	2,5892181	2,7329779
9,3152	2,0883188	2,5886447	2,7329075
9,3154	2,0882199	2,5882514	2,7325845
9,3156	2,0880232	2,5877614	2,7323532
9,3158	2,0877109	2,5876386	2,7319551
9,316	2,0875607	2,5879152	2,7316844
9,3162	2,0874593	2,5880344	2,7315021
9,3164	2,0868824	2,5879819	2,7313662
9,3166	2,0858774	2,5884469	2,7313018
9,3168	2,0849786	2,5893016	2,731365
9,317	2,0846221	2,5897903	2,7313781
9,3172	2,0846412	2,5903733	2,7314949
9,3174	2,0848236	2,5908883	2,7313387
9,3176	2,085	2,5915177	2,730937
9,3178	2,0851645	2,5919635	2,7303696
9,318	2,0853124	2,5924535	2,7298975
9,3182	2,0851908	2,5930626	2,7295721
9,3184	2,0852385	2,5938244	2,7292538
9,3186	2,0850286	2,5943191	2,7289176
9,3188	2,0849071	2,5949569	2,728678
9,319	2,0850632	2,5954421	2,7283096
9,3192	2,0855556	2,5956972	2,7280378
9,3194	2,0858142	2,595603	2,727809
9,3196	2,0863495	2,5959451	2,7276397
9,3198	2,0865176	2,5961108	2,727356
9,32	2,0866892	2,596391	2,7270341
9,3202	2,0868394	2,5966699	2,726723
9,3204	2,0869682	2,5968785	2,7263451
9,3206	2,0870469	2,5971467	2,7256691
9,3208	2,0873628	2,5972064	2,7252543
9,321	2,0874796	2,5972064	2,7252436
9,3212	2,0876083	2,5972767	2,7253175
9,3214	2,0877633	2,5970478	2,7253807
9,3216	2,08706	2,5965924	2,7254665
9,3218	2,0859704	2,5964601	2,7255237
9,322	2,0847056	2,5966294	2,7256632
9,3222	2,0835898	2,596565	2,7262115
9,3224	2,0824347	2,5963564	2,726754
9,3226	2,0813153	2,5961549	2,7269757
9,3228	2,080457	2,5959618	2,7273631
9,323	2,0797024	2,5959654	2,7277601
9,3232	2,0789657	2,5960524	2,7279651
9,3234	2,0782623	2,5961013	2,7282047
9,3236	2,0775375	2,5963457	2,7285159
9,3238	2,0768521	2,5964077	2,7287412
9,324	2,0763264	2,5966568	2,7289414
9,3242	2,0765147	2,5966854	2,7291703
9,3244	2,0766232	2,5963695	2,7293503
9,3246	2,0766888	2,5961585	2,7295828
9,3248	2,07669	2,5957735	2,7297521
9,325	2,0766172	2,5955315	2,7300012
9,3252	2,0765815	2,5953217	2,7302682
9,3254	2,0764277	2,594964	2,7305043
9,3256	2,0762751	2,5947423	2,7307594
9,3258	2,0760915	2,5942309	2,7311528
9,326	2,0756862	2,5937409	2,7316415
9,3262	2,0754597	2,5931723	2,7322793
9,3264	2,0758638	2,5925882	2,7325773
9,3266	2,0760844	2,5920112	2,7326417
9,3268	2,0759902	2,5916929	2,7321601
9,327	2,0757065	2,5919814	2,7312827
9,3272	2,0755432	2,5923426	2,7303469
9,3274	2,0754097	2,5930579	2,729553
9,3276	2,0751987	2,5935895	2,7286947
9,3278	2,0750902	2,5941164	2,7280676
9,328	2,0748804	2,5944872	2,7274263
9,3282	2,0748172	2,5949271	2,7268696
9,3284	2,0745132	2,5953383	2,7263951
9,3286	2,0743892	2,5958402	2,7258253
9,3288	2,0740936	2,5964148	2,725352
9,329	2,0736477	2,5971038	2,7248693
9,3292	2,073848	2,597856	2,7244163
9,3294	2,0743833	2,5981529	2,7240896
9,3296	2,0747528	2,5980885	2,7239144
9,3298	2,0750997	2,598408	2,7234924
9,33	2,0754144	2,5984998	2,7232563
9,3302	2,0757458	2,5987179	2,7228081
9,3304	2,0758293	2,5988312	2,7224374
9,3306	2,0760462	2,5990529	2,7219415
9,3308	2,0762656	2,5991948	2,721473
9,331	2,0761487	2,5993712	2,7212179
9,3312	2,0756934	2,5993962	2,7208352
9,3314	2,0749936	2,5992305	2,7206528
9,3316	2,0745072	2,5992961	2,720809
9,3318	2,0733497	2,5992603	2,7209508
9,332	2,0721731	2,599829	2,7207744
9,3322	2,0709202	2,6002951	2,7208924
9,3324	2,0697758	2,600698	2,7212191
9,3326	2,068821	2,6011009	2,7217877
9,3328	2,068151	2,6015861	2,7224076
9,333	2,0677886	2,6015944	2,7231348
9,3332	2,0670745	2,6013727	2,7237022
9,3334	2,0664976	2,6012344	2,724247
9,3336	2,0659552	2,6012809	2,7247787
9,3338	2,0653698	2,6011951	2,7251768
9,334	2,0647535	2,6014633	2,7256334
9,3342	2,0640621	2,6015265	2,7259719
9,3344	2,0641932	2,6016386	2,7263677
9,3346	2,0642922	2,6010854	2,7266467
9,3348	2,064465	2,6006145	2,7269852
9,335	2,0643995	2,6002486	2,7272534
9,3352	2,0642755	2,5997026	2,7275836
9,3354	2,0639918	2,5993843	2,7277935
9,3356	2,0638893	2,5988908	2,7281129
9,3358	2,0642481	2,5984366	2,7284622
9,336	2,0648572	2,5980289	2,7286506
9,3362	2,065371	2,5976224	2,7285552
9,3364	2,065706	2,5971372	2,7281713
9,3366	2,0664344	2,5966103	2,7278829
9,3368	2,0668516	2,596199	2,7276039
9,337	2,0665393	2,5958307	2,7274847
9,3372	2,0661936	2,5959463	2,7274692
9,3374	2,0657668	2,5960059	2,7271593
