Data info
File name: C:\DEWESoft7\Data\Test_kastor_choco_2.d7d
Start time: 20/01/1980 07:28:21.614
Number of channels: 3
Sample rate: 5000
Store type: Toujours rapide


Data1

Time [s]	AI 0 [V]	AI 1 [V]	AI 2 [V]	
3,5766	0,94302869	1,595437	1,6328013
3,5768	0,94215012	1,5956147	1,6330612
3,577	0,94136572	1,5955074	1,633482
3,5772	0,94076371	1,5956838	1,6340411
3,5774	0,93990064	1,5956051	1,6342175
3,5776	0,93937612	1,5957315	1,6345906
3,5778	0,93894219	1,5958114	1,6348267
3,578	0,93828654	1,5958543	1,634984
3,5782	0,93843436	1,5959604	1,6353559
3,5784	0,93862033	1,5955813	1,6355801
3,5786	0,93885517	1,5949578	1,6357684
3,5788	0,93893027	1,594326	1,63607
3,579	0,93905544	1,5938969	1,6364288
3,5792	0,93904471	1,5933318	1,6365635
3,5794	0,93898988	1,5926702	1,6368032
3,5796	0,93911624	1,5920813	1,6371286
3,5798	0,93910193	1,5915055	1,6373897
3,58	0,939183	1,5910072	1,6375029
3,5802	0,93915081	1,5904636	1,6375947
3,5804	0,93911982	1,5900464	1,6372955
3,5806	0,9392724	1,5898533	1,6371441
3,5808	0,93883371	1,5901096	1,6370773
3,581	0,93834496	1,5908499	1,6370893
3,5812	0,93828416	1,5914555	1,6370142
3,5814	0,93853927	1,5918775	1,6369987
3,5816	0,93862152	1,5923066	1,6364121
3,5818	0,93909955	1,5928276	1,6357708
3,582	0,9394238	1,5931983	1,6351748
3,5822	0,93959308	1,5937073	1,6347206
3,5824	0,93975997	1,5941722	1,634264
3,5826	0,93987441	1,5946395	1,6340172
3,5828	0,94010568	1,5951879	1,6335952
3,583	0,9400866	1,5957136	1,6332603
3,5832	0,94003057	1,5963275	1,6329908
3,5834	0,9406743	1,5967889	1,6327059
3,5836	0,94150996	1,5970023	1,6325259
3,5838	0,94220853	1,5969164	1,6323376
3,584	0,94274139	1,5970452	1,6320503
3,5842	0,94324207	1,5971656	1,6319311
3,5844	0,94365692	1,5971346	1,6316056
3,5846	0,944098	1,5973039	1,6312635
3,5848	0,94426727	1,597398	1,6309285
3,585	0,94451642	1,5974243	1,6306138
3,5852	0,944911	1,5975089	1,6301143
3,5854	0,945575	1,5976269	1,6295385
3,5856	0,94589925	1,5976341	1,6289997
3,5858	0,94570017	1,5976436	1,6288757
3,586	0,94482636	1,5976555	1,6290581
3,5862	0,94358659	1,5979118	1,6295242
3,5864	0,94238138	1,5979464	1,63028
3,5866	0,94137168	1,597528	1,6308367
3,5868	0,94068623	1,5972645	1,6314447
3,587	0,94009972	1,5971739	1,6319835
3,5872	0,9395895	1,5971382	1,6325176
3,5874	0,93902922	1,5970988	1,6329229
3,5876	0,9386251	1,5971334	1,6332901
3,5878	0,93815422	1,5970356	1,6336751
3,588	0,93789911	1,5970309	1,6340613
3,5882	0,9373877	1,597162	1,6344297
3,5884	0,93721128	1,597373	1,6347766
3,5886	0,93753076	1,5973778	1,6350877
3,5888	0,93790269	1,5968342	1,6354501
3,589	0,93819952	1,5965815	1,6358507
3,5892	0,93841052	1,5962381	1,636225
3,5894	0,93861318	1,5960414	1,6365671
3,5896	0,93870497	1,5957088	1,6370189
3,5898	0,93872046	1,5953429	1,6373301
3,59	0,9387157	1,5948517	1,6377664
3,5902	0,93875504	1,5944059	1,6381204
3,5904	0,9392736	1,5937049	1,6384745
3,5906	0,93981004	1,5930517	1,6387546
3,5908	0,94079351	1,5922863	1,6389656
3,591	0,9413991	1,5915699	1,6388214
3,5912	0,94128466	1,5912242	1,6386366
3,5914	0,94109035	1,5912683	1,6383564
3,5916	0,94101524	1,5910978	1,6376853
3,5918	0,94087577	1,5911729	1,637044
3,592	0,94096398	1,5915759	1,6364288
3,5922	0,94100451	1,5919979	1,6356504
3,5924	0,94107127	1,5924199	1,6350389
3,5926	0,94088054	1,5927513	1,6345251
3,5928	0,94087577	1,5932138	1,6340125
3,593	0,94092822	1,5938134	1,6334927
3,5932	0,9408412	1,5943224	1,6329825
3,5934	0,94071484	1,5949042	1,6327059
3,5936	0,94109154	1,5955074	1,6324091
3,5938	0,94165421	1,5957315	1,6321492
3,594	0,94219184	1,5955896	1,6317081
3,5942	0,94286537	1,5956302	1,6314006
3,5944	0,94331121	1,5956409	1,6311014
3,5946	0,94392157	1,5958519	1,6307151
3,5948	0,94439721	1,5958638	1,630162
3,595	0,94446754	1,5959568	1,6297472
3,5952	0,9441278	1,5958889	1,6294539
3,5954	0,94380713	1,5958507	1,6292477
3,5956	0,94341016	1,5959258	1,6294992
3,5958	0,94319558	1,5957756	1,6298532
3,596	0,94297862	1,5956659	1,6299105
3,5962	0,9423492	1,5955145	1,6298926
3,5964	0,94125128	1,5958912	1,6299081
3,5966	0,94040966	1,5965409	1,6298139
3,5968	0,93956447	1,5971477	1,6299379
3,597	0,93884683	1,5977616	1,6300941
3,5972	0,93845463	1,5982265	1,6306376
3,5974	0,93807554	1,5987105	1,6313183
3,5976	0,93765712	1,5988786	1,6319942
3,5978	0,93748426	1,5988429	1,6325605
3,598	0,93715048	1,5985866	1,6333604
3,5982	0,93701816	1,5984781	1,6339064
3,5984	0,93659377	1,5984566	1,6342974
3,5986	0,93632317	1,5985746	1,6348588
3,5988	0,93658304	1,5985627	1,6354263
3,599	0,93686676	1,5983183	1,6358387
3,5992	0,93712306	1,5976818	1,6363418
3,5994	0,93725777	1,5972109	1,6368842
3,5996	0,93733048	1,5966136	1,6374075
3,5998	0,93783593	1,5961857	1,6378403
3,6	0,9386096	1,5956624	1,6381085
3,6002	0,9393177	1,5952439	1,6380858
3,6004	0,93988991	1,5948493	1,6377425
3,6006	0,94066358	1,594537	1,6375029
3,6008	0,94125605	1,5941496	1,6373062
3,601	0,94194388	1,5936656	1,6371691
3,6012	0,94242549	1,5932019	1,6370976
3,6014	0,94223952	1,5928586	1,6369712
3,6016	0,94194865	1,5931005	1,6368854
3,6018	0,94165897	1,5931208	1,6367602
3,602	0,94146228	1,592911	1,6367078
3,6022	0,9413991	1,5928979	1,6365385
3,6024	0,94134426	1,5927727	1,6365743
3,6026	0,94129062	1,5926702	1,6366172
3,6028	0,94129062	1,5926619	1,6363895
3,603	0,94125962	1,5925558	1,6358542
3,6032	0,941293	1,592725	1,6352594
3,6034	0,94139314	1,593159	1,634568
3,6036	0,94122028	1,5939875	1,6338229
3,6038	0,94133115	1,594928	1,6331172
3,604	0,94209766	1,5954573	1,6324735
3,6042	0,94300246	1,5953739	1,6318023
3,6044	0,94331002	1,595294	1,6313446
3,6046	0,94347692	1,5953298	1,6309154
3,6048	0,94323254	1,59535	1,6306102
3,605	0,94285107	1,5954669	1,6308272
3,6052	0,94266748	1,59548	1,6311216
3,6054	0,94232178	1,5954192	1,6311324
3,6056	0,94205117	1,5953822	1,6312003
3,6058	0,94177699	1,5953453	1,6311789
3,606	0,94159222	1,5951843	1,6312909
3,6062	0,94155169	1,5951045	1,6311967
3,6064	0,94120598	1,5947611	1,6310847
3,6066	0,94035125	1,5947015	1,631043
3,6068	0,93941545	1,5950663	1,6310143
3,607	0,93875027	1,5954192	1,6313112
3,6072	0,93831635	1,5957744	1,6314149
3,6074	0,93795872	1,5961297	1,6315448
3,6076	0,93752599	1,5965457	1,6315269
3,6078	0,93738055	1,597069	1,631602
3,608	0,93703008	1,5974696	1,6317308
3,6082	0,93685842	1,5981109	1,6316593
3,6084	0,93658662	1,5987308	1,6318321
3,6086	0,93633389	1,5993042	1,6324711
3,6088	0,93577719	1,5999634	1,633184
3,609	0,93602514	1,600538	1,633954
3,6092	0,93686676	1,6004331	1,6347146
3,6094	0,93781209	1,5998836	1,6353476
3,6096	0,93880987	1,5993996	1,6356921
3,6098	0,93954659	1,5991063	1,6356802
3,61	0,94029522	1,5986402	1,6357052
3,6102	0,94079351	1,5982695	1,6358697
3,6104	0,94138956	1,5977914	1,6359448
3,6106	0,94184613	1,5972884	1,6359997
3,6108	0,942379	1,5968521	1,6359484
3,611	0,94277596	1,5962417	1,6358912
3,6112	0,94329929	1,5956099	1,6358519
3,6114	0,94392276	1,5949876	1,6358423
3,6116	0,94376898	1,5944548	1,6356897
3,6118	0,94345307	1,5944583	1,6356623
3,612	0,94318128	1,594537	1,6355038
3,6122	0,94290352	1,5943987	1,6352606
3,6124	0,94274855	1,5942295	1,6350591
3,6126	0,94252563	1,5940578	1,6347921
3,6128	0,94250417	1,5939004	1,6346419
3,613	0,94243026	1,5938075	1,6343307
3,6132	0,94237781	1,5938373	1,6340649
3,6134	0,94255304	1,5937681	1,6339457
3,6136	0,94258642	1,5938218	1,6338396
3,6138	0,94218826	1,5939648	1,633774
3,614	0,94160891	1,5940506	1,6337299
3,6142	0,94143367	1,5940673	1,6340327
3,6144	0,94132757	1,5935333	1,6341472
3,6146	0,94135618	1,5930815	1,6340673
3,6148	0,94129539	1,5931065	1,6338766
3,615	0,94105577	1,5933712	1,6337097
3,6152	0,94087815	1,5936716	1,6335618
3,6154	0,94066715	1,5937955	1,6331601
3,6156	0,94068027	1,5938385	1,6330576
3,6158	0,940449	1,5937955	1,6329551
3,616	0,94043469	1,5938146	1,6326725
3,6162	0,94048595	1,5936298	1,632427
3,6164	0,94041562	1,5934236	1,6322577
3,6166	0,94036436	1,593364	1,6322505
3,6168	0,94001269	1,5934856	1,6321671
3,617	0,93941545	1,5939219	1,6322386
3,6172	0,93890166	1,5943594	1,6323209
3,6174	0,93834853	1,5946991	1,6324472
3,6176	0,93799329	1,5950878	1,6326916
3,6178	0,93761063	1,5953524	1,6329658
3,618	0,93724942	1,5957446	1,6331518
3,6182	0,93681192	1,5959973	1,6334665
3,6184	0,93668437	1,5965207	1,6336167
3,6186	0,93680716	1,5968282	1,6338551
3,6188	0,93721843	1,5974481	1,633817
3,619	0,93746758	1,5979774	1,6333997
3,6192	0,93802428	1,5984936	1,6329622
3,6194	0,93892074	1,598794	1,6325152
3,6196	0,93967891	1,5986605	1,6320217
3,6198	0,94052529	1,5987236	1,6316319
3,62	0,94111776	1,5989478	1,6317189
3,6202	0,94167209	1,5989418	1,6320348
3,6204	0,94203448	1,5988214	1,632334
3,6206	0,94247437	1,5985079	1,63257
3,6208	0,942801	1,5978951	1,6328251
3,621	0,94308949	1,5972908	1,6329277
3,6212	0,94344592	1,596858	1,6331279
3,6214	0,94372606	1,5962703	1,6332614
3,6216	0,94408846	1,5958257	1,6332352
3,6218	0,94422674	1,5953333	1,633451
3,622	0,94382024	1,5950651	1,6335058
3,6222	0,94347692	1,5952117	1,6335356
3,6224	0,94327784	1,5952773	1,6334176
3,6226	0,94323969	1,5952463	1,6331959
3,6228	0,94317889	1,5952559	1,6330171
3,623	0,94299889	1,5950854	1,6327894
3,6232	0,94246006	1,5951724	1,632632
3,6234	0,94177699	1,5951271	1,6326559
3,6236	0,94104028	1,5952189	1,6331089
3,6238	0,9403131	1,5953405	1,6335595
3,624	0,93969083	1,595412	1,633954
3,6242	0,93897676	1,5956445	1,6343033
3,6244	0,93885875	1,5959258	1,6345608
3,6246	0,93921041	1,5956862	1,6347885
3,6248	0,93940234	1,5949304	1,6350782
3,625	0,93967891	1,5944846	1,6353512
3,6252	0,93970752	1,5940828	1,6356587
3,6254	0,93974447	1,5936751	1,6359556
3,6256	0,93965745	1,5931756	1,6360474
3,6258	0,93949056	1,5926106	1,6360152
3,626	0,93948102	1,5921993	1,6356683
3,6262	0,93943572	1,5920515	1,6351748
3,6264	0,9393332	1,5921063	1,6348231
3,6266	0,93924975	1,5919681	1,634587
3,6268	0,93945599	1,5917988	1,6343319
3,627	0,93927002	1,5916677	1,6342604
3,6272	0,93858218	1,5919466	1,6342676
3,6274	0,93788242	1,592551	1,6344464
3,6276	0,9373877	1,5928752	1,6345358
3,6278	0,93733048	1,5932496	1,6345787
3,628	0,93758559	1,5934629	1,6346741
3,6282	0,93800044	1,5937002	1,6344893
3,6284	0,9383688	1,5942986	1,6339064
3,6286	0,93873477	1,594698	1,6335249
3,6288	0,93911505	1,5950341	1,6333449
3,629	0,93929267	1,595449	1,6329908
3,6292	0,93938327	1,5961022	1,6326988
3,6294	0,939363	1,5967853	1,6323578
3,6296	0,9399364	1,597379	1,6321838
3,6298	0,94065046	1,59741	1,6318989
3,63	0,9411571	1,5971298	1,6316235
3,6302	0,9416399	1,5972764	1,6313815
3,6304	0,94197845	1,5973635	1,6310632
3,6306	0,94243622	1,5974493	1,6308415
3,6308	0,94268537	1,5974767	1,6305041
3,631	0,94299531	1,5976079	1,6300118
3,6312	0,94336128	1,5976543	1,6297126
3,6314	0,94362593	1,5976317	1,6296089
3,6316	0,94393349	1,5976198	1,6298735
3,6318	0,94431138	1,5972836	1,6299379
3,632	0,94476914	1,5967281	1,6300309
3,6322	0,94468093	1,5961463	1,6301286
3,6324	0,9441123	1,5959139	1,6301215
3,6326	0,94323015	1,5958972	1,6302502
3,6328	0,94233012	1,595834	1,6306055
3,633	0,94164467	1,5958614	1,6313171
3,6332	0,94102597	1,5959342	1,6318858
3,6334	0,94033933	1,5958495	1,6325057
3,6336	0,93966818	1,5958793	1,6329539
3,6338	0,93921399	1,595952	1,6333807
3,634	0,93878245	1,5960331	1,6338241
3,6342	0,93840098	1,5962691	1,6342568
3,6344	0,93786335	1,5962334	1,6345155
3,6346	0,93767381	1,5965922	1,6347802
3,6348	0,93793249	1,5964181	1,6351628
3,635	0,93820548	1,5960629	1,6355085
3,6352	0,93841648	1,5956481	1,6357195
3,6354	0,93869543	1,5953095	1,6360641
3,6356	0,9388814	1,5949876	1,6363108
3,6358	0,93888259	1,5945394	1,6365457
3,636	0,9388814	1,5939136	1,6367507
3,6362	0,93862867	1,5932329	1,6369879
3,6364	0,93852377	1,5925403	1,6372156
3,6366	0,93842006	1,591924	1,637814
3,6368	0,93836045	1,5912695	1,6383934
3,637	0,93854642	1,590621	1,6386354
3,6372	0,93896127	1,5900452	1,6386366
3,6374	0,93901968	1,5900297	1,6383839
3,6376	0,93901968	1,5902944	1,637665
3,6378	0,93923068	1,590981	1,636945
3,638	0,93920922	1,5915484	1,6361332
3,6382	0,93937492	1,5918047	1,6354465
3,6384	0,93962407	1,5921457	1,6349089
3,6386	0,93964076	1,5923829	1,6343129
3,6388	0,93973017	1,592756	1,6338599
3,639	0,93975043	1,5931232	1,6333437
3,6392	0,9396646	1,5935845	1,6329753
3,6394	0,93968487	1,5939851	1,6325068
3,6396	0,93944645	1,5944583	1,6321754
3,6398	0,93966699	1,5949042	1,631856
3,64	0,94036674	1,5950305	1,6315079
3,6402	0,94092822	1,5948982	1,6312504
3,6404	0,94152784	1,5950544	1,6311204
3,6406	0,94198322	1,5950413	1,6307735
3,6408	0,94230032	1,5951521	1,6305888
3,641	0,94265079	1,5952678	1,6301441
3,6412	0,94292736	1,5953655	1,6297412
3,6414	0,94320512	1,5954275	1,6293025
3,6416	0,94365931	1,5955145	1,6288674
3,6418	0,9437201	1,5955515	1,6285205
3,642	0,94351268	1,595623	1,6283119
3,6422	0,94337797	1,5955229	1,628201
3,6424	0,94265437	1,5957124	1,6283405
3,6426	0,94163632	1,5962954	1,6287041
3,6428	0,94078994	1,5968366	1,6290236
3,643	0,94004607	1,5972633	1,6296649
3,6432	0,93955612	1,5974874	1,6303694
3,6434	0,93908286	1,5974779	1,6310608
3,6436	0,93870139	1,5972002	1,6317201
3,6438	0,93824124	1,5970118	1,632309
3,644	0,93802905	1,5969844	1,6329587
3,6442	0,93764997	1,5970786	1,6335106
3,6444	0,93736863	1,5971775	1,6340733
3,6446	0,93703961	1,5973301	1,634568
3,6448	0,93662477	1,5975113	1,6348636
3,645	0,93685126	1,5976853	1,6353858
3,6452	0,93717074	1,5972466	1,6357362
3,6454	0,93752003	1,5967019	1,6362119
3,6456	0,93764043	1,5963001	1,6365707
3,6458	0,93782043	1,595871	1,6369414
3,646	0,9379015	1,5954549	1,6372585
3,6462	0,93769288	1,5949662	1,6375649
3,6464	0,93787408	1,5945573	1,6377831
3,6466	0,93839145	1,5938814	1,6378248
3,6468	0,93898511	1,593451	1,6379404
3,647	0,93971467	1,5928669	1,6379035
3,6472	0,9405086	1,5922506	1,6375506
3,6474	0,94113803	1,591651	1,6371894
3,6476	0,94111061	1,591043	1,6370082
3,6478	0,94099021	1,591049	1,6368926
3,648	0,94084835	1,5909953	1,6368115
3,6482	0,94083285	1,5908034	1,6368973
3,6484	0,94066	1,5906281	1,6366899
3,6486	0,94066	1,5904517	1,6362548
3,6488	0,94059324	1,5906734	1,6356885
3,649	0,9405241	1,5909607	1,6351891
3,6492	0,94039059	1,5915914	1,6345572
3,6494	0,94024396	1,5923948	1,6340554
3,6496	0,94024038	1,5931673	1,6335368
3,6498	0,94012117	1,5938134	1,6330218
3,65	0,94014621	1,5944405	1,6325247
3,6502	0,94071841	1,5948052	1,632092
3,6504	0,94129539	1,5946121	1,6315067
3,6506	0,94200706	1,5945752	1,6309237
3,6508	0,94257212	1,5945048	1,6302633
3,651	0,94292617	1,5944417	1,6296923
3,6512	0,94303465	1,5944262	1,6292846
3,6514	0,94271874	1,5942497	1,6289914
3,6516	0,94228244	1,5941627	1,6290319
3,6518	0,94179487	1,5939803	1,6293085
3,652	0,9414587	1,5938969	1,6294372
3,6522	0,94122982	1,5935583	1,6294515
3,6524	0,94108558	1,5934319	1,6296387
3,6526	0,94065642	1,5931792	1,6296732
3,6528	0,93984699	1,593215	1,6298771
3,653	0,9390161	1,5938802	1,6301072
3,6532	0,93856311	1,5943916	1,6301882
3,6534	0,93808866	1,5948982	1,6304648
3,6536	0,93786335	1,5954049	1,6305768
3,6538	0,93759394	1,5959997	1,6306031
3,654	0,93743181	1,5966041	1,6308296
3,6542	0,93695378	1,5970297	1,6313136
3,6544	0,93660927	1,597615	1,6320884
3,6546	0,93629098	1,5978951	1,6326439
3,6548	0,93598223	1,5980108	1,6333866
3,655	0,93556619	1,5981407	1,6342163
3,6552	0,93552446	1,5980692	1,6348696
3,6554	0,93588448	1,5978785	1,6356134
3,6556	0,93610024	1,5972979	1,6362917
3,6558	0,93665457	1,5969319	1,6367996
3,656	0,93730664	1,5964587	1,6372979
3,6562	0,9379015	1,5959377	1,6374373
3,6564	0,93851185	1,5953739	1,6371083
3,6566	0,93917465	1,5950568	1,6368926
3,6568	0,93980646	1,5948255	1,6367543
3,657	0,9402082	1,5943189	1,6367388
3,6572	0,94062901	1,5938301	1,6366732
3,6574	0,94115472	1,5934403	1,6365623
3,6576	0,94160652	1,5928872	1,6364276
3,6578	0,94158864	1,5923769	1,6362786
3,658	0,94128704	1,5922542	1,6361153
3,6582	0,94116664	1,5922995	1,6360044
3,6584	0,94098783	1,5922351	1,6358769
3,6586	0,94089723	1,5921409	1,6356218
3,6588	0,94083881	1,5919859	1,6353858
3,659	0,94069815	1,5918357	1,6352379
3,6592	0,94068027	1,5917118	1,6352201
3,6594	0,94058847	1,5915926	1,6350961
3,6596	0,94045138	1,5914185	1,6350663
3,6598	0,94035482	1,5913661	1,6346812
3,66	0,94029284	1,5914233	1,6340518
3,6602	0,94024992	1,5916724	1,633296
3,6604	0,94051337	1,5919883	1,6324794
3,6606	0,94071841	1,5922446	1,6319513
3,6608	0,94053006	1,5922899	1,6314316
3,661	0,94040251	1,5925474	1,63131
3,6612	0,94008422	1,5926368	1,6312718
3,6614	0,93988633	1,5928121	1,6313064
3,6616	0,93965626	1,5928442	1,6311562
3,6618	0,93949294	1,5928395	1,6311407
3,662	0,93944407	1,5929027	1,6312277
3,6622	0,93948221	1,593004	1,6313016
3,6624	0,93949533	1,5930481	1,6313934
3,6626	0,93951917	1,5928013	1,6314232
3,6628	0,93954539	1,5927334	1,6316652
3,663	0,93898511	1,5928168	1,6317439
3,6632	0,93834019	1,5932615	1,63185
3,6634	0,93786693	1,5936453	1,6319358
3,6636	0,93740797	1,5939672	1,6319525
3,6638	0,93714094	1,5944571	1,6321564
3,664	0,9367249	1,5948243	1,6324306
3,6642	0,93644834	1,5951998	1,6327262
3,6644	0,93612885	1,5957208	1,6330063
3,6646	0,93584514	1,596169	1,6332376
3,6648	0,93540168	1,5967865	1,6334832
3,665	0,93509769	1,5973539	1,6338134
3,6652	0,9350822	1,5980883	1,6338086
3,6654	0,93545294	1,5986688	1,6339254
3,6656	0,93658662	1,5991695	1,634171
3,6658	0,93774414	1,5991492	1,6340888
3,666	0,9385488	1,5990193	1,6342092
3,6662	0,93920207	1,5985866	1,6345239
3,6664	0,9396944	1,5979059	1,634587
3,6666	0,94005561	1,5971298	1,6346312
3,6668	0,9406755	1,5966899	1,6348124
3,667	0,94102597	1,5961535	1,6348362
3,6672	0,94122982	1,5957243	1,6349053
3,6674	0,94156837	1,5952535	1,6349995
3,6676	0,94204521	1,5945966	1,6350448
3,6678	0,94252443	1,5940065	1,6350746
3,668	0,9426496	1,5933437	1,6349971
3,6682	0,94232655	1,5932746	1,63504
3,6684	0,94196296	1,5934319	1,6348779
3,6686	0,94162321	1,5934677	1,6347873
3,6688	0,94143486	1,5935142	1,6347921
3,669	0,94133949	1,5935309	1,6346693
3,6692	0,94133472	1,5936847	1,6344941
3,6694	0,94142175	1,5938218	1,634171
3,6696	0,94147301	1,5939827	1,6338789
3,6698	0,94103909	1,5940316	1,6337574
3,67	0,94043827	1,5940399	1,6336584
3,6702	0,93957281	1,5939922	1,6338313
3,6704	0,93866324	1,5939159	1,634258
3,6706	0,93838429	1,593972	1,6347814
3,6708	0,93841171	1,5935822	1,6351688
3,671	0,93830085	1,5927882	1,6355956
3,6712	0,93831635	1,5922601	1,6357672
3,6714	0,93834376	1,5917356	1,6356254
3,6716	0,93828535	1,591403	1,6353357
3,6718	0,93838429	1,5913875	1,6349113
3,672	0,93833184	1,5916247	1,6346669
3,6722	0,93823051	1,5915961	1,6343749
3,6724	0,93847609	1,5917594	1,6341627
3,6726	0,93849397	1,591682	1,6340673
3,6728	0,93856907	1,5914936	1,6339386
3,673	0,93882656	1,5914161	1,6338241
3,6732	0,93865252	1,5913291	1,6338003
3,6734	0,93813515	1,5916581	1,6337657
3,6736	0,93763685	1,5922124	1,6339982
3,6738	0,9371624	1,5925629	1,6342545
3,674	0,93666291	1,5928919	1,6343951
3,6742	0,9361515	1,5932841	1,6347682
3,6744	0,9360323	1,5936525	1,6350901
3,6746	0,93620038	1,5942199	1,6352844
3,6748	0,93657112	1,5946312	1,6352689
3,675	0,93705273	1,595114	1,6350961
3,6752	0,93747592	1,5956481	1,6345835
3,6754	0,9377954	1,5961583	1,6341317
3,6756	0,93778825	1,5966518	1,6338098
3,6758	0,93833542	1,5971608	1,6336834
3,676	0,93912339	1,5972037	1,6332078
3,6762	0,93970752	1,597137	1,6329396
3,6764	0,94000077	1,5969284	1,6323328
3,6766	0,94040608	1,597286	1,6318405
3,6768	0,94076371	1,5975125	1,6315389
3,677	0,9410677	1,5976853	1,6316164
3,6772	0,94137526	1,5978236	1,6319859
3,6774	0,94170785	1,5976746	1,6321707
3,6776	0,94202137	1,5973182	1,6325796
3,6778	0,94227648	1,596597	1,6327691
3,678	0,94270921	1,5959771	1,6329277
3,6782	0,94300246	1,595232	1,6330647
3,6784	0,94277596	1,5947921	1,633116
3,6786	0,94250536	1,5946515	1,6330206
3,6788	0,94234324	1,5948589	1,6329658
3,679	0,94223237	1,5948017	1,6328967
3,6792	0,94174957	1,5946658	1,6327178
3,6794	0,94106174	1,5945084	1,6326749
3,6796	0,94027376	1,5943105	1,6328526
3,6798	0,93938088	1,5942879	1,6333795
3,68	0,93860006	1,5942831	1,6337609
3,6802	0,93805289	1,5942748	1,6339624
3,6804	0,93749142	1,5944965	1,6342568
3,6806	0,93697047	1,5947814	1,6346622
3,6808	0,93650675	1,5948684	1,6349483
3,681	0,93669987	1,5948958	1,6353858
3,6812	0,93680358	1,5945644	1,6356301
3,6814	0,93708014	1,5941544	1,6358697
3,6816	0,93725538	1,5937204	1,6361523
3,6818	0,937433	1,5931995	1,6363657
3,682	0,93735194	1,5928049	1,6365993
3,6822	0,93749499	1,5923018	1,6372275
3,6824	0,93749976	1,5917511	1,6378033
3,6826	0,93751884	1,5913899	1,6379786
3,6828	0,93760586	1,5907915	1,6378999
3,683	0,93781924	1,5903563	1,6377783
3,6832	0,93798137	1,5901728	1,6377199
3,6834	0,93782997	1,5902669	1,6377676
3,6836	0,93710756	1,5905817	1,6377389
3,6838	0,93681908	1,5912695	1,6377544
3,684	0,93689775	1,5916188	1,6376805
3,6842	0,93706346	1,5920789	1,6375697
3,6844	0,93741155	1,5924413	1,6369951
3,6846	0,93782997	1,592768	1,6361856
3,6848	0,93819833	1,5931625	1,6357589
3,685	0,93841529	1,5936131	1,6355157
3,6852	0,93856907	1,5940006	1,6350663
3,6854	0,93867278	1,5944941	1,6347575
3,6856	0,93875504	1,5950639	1,6345596
3,6858	0,93861675	1,5954835	1,6340876
3,686	0,93876338	1,5960116	1,6337764
3,6862	0,93945122	1,5961821	1,6333401
3,6864	0,94000673	1,5959723	1,6329968
3,6866	0,94042397	1,5957601	1,632601
3,6868	0,94086385	1,5956933	1,6323054
3,687	0,94114995	1,5957243	1,6321087
3,6872	0,94152546	1,5958352	1,6318619
3,6874	0,94197845	1,595933	1,6314685
3,6876	0,94238615	1,5961297	1,6311634
3,6878	0,94270682	1,5962501	1,6306818
3,688	0,94307756	1,5963919	1,6301441
3,6882	0,94349241	1,5965338	1,6296613
3,6884	0,94395852	1,5964575	1,6295958
3,6886	0,9435246	1,5964861	1,6297042
3,6888	0,9424696	1,596777	1,630224
3,689	0,94144678	1,5971286	1,6308641
3,6892	0,9403286	1,5968688	1,6317737
3,6894	0,93960381	1,5968294	1,6325092
3,6896	0,93908048	1,5969594	1,6331434
3,6898	0,93853092	1,5969713	1,6336358
3,69	0,93805647	1,5969474	1,6342342
3,6902	0,93761778	1,5968878	1,6345727
3,6904	0,93710876	1,5968807	1,6349137
3,6906	0,93675351	1,5968854	1,6353238
3,6908	0,93609786	1,5969474	1,6355681
3,691	0,93568659	1,5971179	1,635977
3,6912	0,93590593	1,597069	1,6362441
3,6914	0,93619204	1,5966876	1,636585
3,6916	0,93651628	1,5961475	1,6368306
3,6918	0,93673682	1,5958161	1,6371107
3,692	0,93688226	1,5954168	1,6374314
3,6922	0,93694305	1,5949495	1,6377318
3,6924	0,93706822	1,594537	1,638118
3,6926	0,93721128	1,5939887	1,6384673
3,6928	0,93712783	1,593488	1,6388988
3,693	0,93714809	1,5930552	1,6393363
3,6932	0,93754983	1,5925117	1,6396248
3,6934	0,9384439	1,5920622	1,6399813
3,6936	0,93910313	1,5914376	1,6402507
3,6938	0,93948579	1,591049	1,6401815
3,694	0,93951797	1,5911968	1,6399741
3,6942	0,93942022	1,5911741	1,6393566
3,6944	0,93950248	1,5912051	1,6387939
3,6946	0,93959665	1,5914316	1,6381323
3,6948	0,93967652	1,59198	1,6375196
3,695	0,9396944	1,5923781	1,636858
3,6952	0,93975043	1,5929062	1,6363859
3,6954	0,93989348	1,5933759	1,6357803
3,6956	0,93990779	1,5940757	1,6354597
3,6958	0,93989587	1,594425	1,6349697
3,696	0,93965626	1,5949507	1,6344535
3,6962	0,9396193	1,5953679	1,6340482
3,6964	0,94004726	1,5955706	1,6335297
3,6966	0,94050503	1,5956981	1,6330028
3,6968	0,94105577	1,5955336	1,6325545
3,697	0,94158149	1,5955467	1,6321087
3,6972	0,94201422	1,5956659	1,6316378
3,6974	0,94236588	1,5956385	1,6312718
3,6976	0,94280815	1,5957196	1,6307557
3,6978	0,94300246	1,5956719	1,6303194
3,698	0,94256735	1,5957041	1,6299748
3,6982	0,9422431	1,5955634	1,6299093
3,6984	0,94182467	1,5954788	1,6301322
3,6986	0,94162083	1,5953369	1,6303945
3,6988	0,9412477	1,5952022	1,6303658
3,699	0,94055033	1,5954406	1,6304982
